tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
1,control_change,1,0,15,,,,,,,,,,,,,32,1,4,,,
1,control_change,1,0,7,,,,,,,,,,,,,32,1,6,,,
1,control_change,1,0,4,,,,,,,,,,,,,32,1,3,,,
1,control_change,1,0,20,,,,,,,,,,,,,32,1,10,,,
1,control_change,1,0,5,,,,,,,,,,,,,32,1,4,,,
1,control_change,1,0,18,,,,,,,,,,,,,32,1,7,,,
1,control_change,1,0,17,,,,,,,,,,,,,32,1,6,,,
1,control_change,1,0,1,,,,,,,,,,,,,32,1,0,,,
1,control_change,1,0,6,,,,,,,,,,,,,32,1,5,,,
1,control_change,1,0,19,,,,,,,,,,,,,32,1,8,,,
2,program_change,1,0,2,,,,,,,,,,,,,,,1,68,,
2,end_of_track,0,1,18,,,,,,,,,,,,,,,,,,
2,program_change,1,0,10,,,,,,,,,,,,,,,10,48,,
2,program_change,1,0,18,,,,,,,,,,,,,,,7,48,,
2,program_change,1,0,1,,,,,,,,,,,,,,,0,68,,
2,end_of_track,0,1,17,,,,,,,,,,,,,,,,,,
2,program_change,1,0,8,,,,,,,,,,,,,,,7,48,,
2,program_change,1,0,17,,,,,,,,,,,,,,,6,48,,
2,program_change,1,0,15,,,,,,,,,,,,,,,4,46,,
2,program_change,1,0,20,,,,,,,,,,,,,,,10,48,,
2,program_change,1,0,9,,,,,,,,,,,,,,,8,48,,
2,end_of_track,0,1,15,,,,,,,,,,,,,,,,,,
2,end_of_track,0,1,19,,,,,,,,,,,,,,,,,,
2,program_change,1,0,4,,,,,,,,,,,,,,,3,73,,
2,end_of_track,0,1,20,,,,,,,,,,,,,,,,,,
2,program_change,1,0,6,,,,,,,,,,,,,,,5,48,,
2,program_change,1,0,5,,,,,,,,,,,,,,,4,46,,
2,program_change,1,0,7,,,,,,,,,,,,,,,6,48,,
2,program_change,1,0,16,,,,,,,,,,,,,,,5,48,,
2,program_change,1,0,3,,,,,,,,,,,,,,,2,60,,
2,program_change,1,0,19,,,,,,,,,,,,,,,8,48,,
2,end_of_track,0,1,16,,,,,,,,,,,,,,,,,,
960,note_on,958,0,7,,,,,,,,,,,,,,,6,,60,70
960,note_on,958,0,6,,,,,,,,,,,,,,,5,,76,76
1056,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
1092,note_on,132,0,6,,,,,,,,,,,,,,,5,,76,0
1200,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
1296,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
1440,note_on,144,0,7,,,,,,,,,,,,,,,6,,67,70
1440,note_on,348,0,6,,,,,,,,,,,,,,,5,,76,75
1536,note_on,96,0,7,,,,,,,,,,,,,,,6,,67,0
1580,note_on,140,0,6,,,,,,,,,,,,,,,5,,76,0
1680,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
1776,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
1920,note_on,340,0,6,,,,,,,,,,,,,,,5,,76,74
1920,note_on,1918,0,8,,,,,,,,,,,,,,,7,,60,70
1920,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
2016,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
2160,note_on,144,0,7,,,,,,,,,,,,,,,6,,55,70
2256,note_on,96,0,7,,,,,,,,,,,,,,,6,,55,0
2316,note_on,396,0,8,,,,,,,,,,,,,,,7,,60,0
2400,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
2496,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
2640,note_on,144,0,7,,,,,,,,,,,,,,,6,,55,70
2736,note_on,96,0,7,,,,,,,,,,,,,,,6,,55,0
2844,note_on,924,0,6,,,,,,,,,,,,,,,5,,76,0
2880,note_on,144,0,7,,,,,,,,,,,,,,,6,,62,70
2880,note_on,36,0,6,,,,,,,,,,,,,,,5,,79,70
2880,note_on,564,0,8,,,,,,,,,,,,,,,7,,55,70
2976,note_on,96,0,7,,,,,,,,,,,,,,,6,,62,0
3120,note_on,144,0,7,,,,,,,,,,,,,,,6,,55,70
3120,note_on,240,0,6,,,,,,,,,,,,,,,5,,77,70
3180,note_on,60,0,6,,,,,,,,,,,,,,,5,,79,0
3216,note_on,96,0,7,,,,,,,,,,,,,,,6,,55,0
3236,note_on,56,0,6,,,,,,,,,,,,,,,5,,77,0
3260,note_on,380,0,8,,,,,,,,,,,,,,,7,,55,0
3360,note_on,124,0,6,,,,,,,,,,,,,,,5,,76,70
3360,note_on,144,0,7,,,,,,,,,,,,,,,6,,62,70
3456,note_on,96,0,7,,,,,,,,,,,,,,,6,,62,0
3600,note_on,240,0,6,,,,,,,,,,,,,,,5,,77,70
3600,note_on,144,0,7,,,,,,,,,,,,,,,6,,55,70
3668,note_on,68,0,6,,,,,,,,,,,,,,,5,,76,0
3696,note_on,96,0,7,,,,,,,,,,,,,,,6,,55,0
3740,note_on,72,0,6,,,,,,,,,,,,,,,5,,77,0
3840,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
3840,note_on,580,0,8,,,,,,,,,,,,,,,7,,48,70
3840,note_on,100,0,6,,,,,,,,,,,,,,,5,,79,70
3936,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
4080,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
4080,note_on,240,0,6,,,,,,,,,,,,,,,5,,76,70
4140,note_on,60,0,6,,,,,,,,,,,,,,,5,,79,0
4176,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
4228,note_on,88,0,6,,,,,,,,,,,,,,,5,,76,0
4320,note_on,92,0,6,,,,,,,,,,,,,,,5,,72,70
4320,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
4416,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
4548,note_on,228,0,6,,,,,,,,,,,,,,,5,,72,0
4560,note_on,144,0,7,,,,,,,,,,,,,,,6,,67,70
4656,note_on,96,0,7,,,,,,,,,,,,,,,6,,67,0
4692,note_on,852,0,8,,,,,,,,,,,,,,,7,,48,0
4800,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
4800,note_on,252,0,6,,,,,,,,,,,,,,,5,,84,70
4896,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
5040,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
5136,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
5280,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
5376,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
5520,note_on,720,0,6,,,,,,,,,,,,,,,5,,83,70
5520,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
5596,note_on,76,0,6,,,,,,,,,,,,,,,5,,84,0
5616,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
5668,note_on,72,0,6,,,,,,,,,,,,,,,5,,83,0
5760,note_on,144,0,7,,,,,,,,,,,,,,,6,,65,70
5760,note_on,1068,0,8,,,,,,,,,,,,,,,7,,60,70
5760,note_on,92,0,6,,,,,,,,,,,,,,,5,,83,70
5856,note_on,96,0,7,,,,,,,,,,,,,,,6,,65,0
6000,note_on,240,0,6,,,,,,,,,,,,,,,5,,81,70
6000,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
6076,note_on,76,0,6,,,,,,,,,,,,,,,5,,83,0
6096,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
6240,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
6240,note_on,164,0,6,,,,,,,,,,,,,,,5,,79,70
6276,note_on,36,0,6,,,,,,,,,,,,,,,5,,81,0
6336,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
6404,note_on,128,0,6,,,,,,,,,,,,,,,5,,79,0
6480,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
6576,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
6604,note_on,844,0,8,,,,,,,,,,,,,,,7,,60,0
6720,note_on,316,0,6,,,,,,,,,,,,,,,5,,84,70
6720,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
6816,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
6960,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
7056,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
7200,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
7296,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
7440,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
7440,note_on,720,0,6,,,,,,,,,,,,,,,5,,83,70
7516,note_on,76,0,6,,,,,,,,,,,,,,,5,,84,0
7536,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
7588,note_on,72,0,6,,,,,,,,,,,,,,,5,,83,0
7680,note_on,92,0,6,,,,,,,,,,,,,,,5,,83,70
7680,note_on,1076,0,8,,,,,,,,,,,,,,,7,,48,70
7680,note_on,144,0,7,,,,,,,,,,,,,,,6,,65,70
7776,note_on,96,0,7,,,,,,,,,,,,,,,6,,65,0
7920,note_on,240,0,6,,,,,,,,,,,,,,,5,,81,70
7920,note_on,144,0,7,,,,,,,,,,,,,,,6,,60,70
7988,note_on,68,0,6,,,,,,,,,,,,,,,5,,83,0
8016,note_on,96,0,7,,,,,,,,,,,,,,,6,,60,0
8160,note_on,144,0,7,,,,,,,,,,,,,,,6,,64,70
8160,note_on,172,0,6,,,,,,,,,,,,,,,5,,79,70
8212,note_on,52,0,6,,,,,,,,,,,,,,,5,,81,0
8256,note_on,96,0,7,,,,,,,,,,,,,,,6,,64,0
8364,note_on,152,0,6,,,,,,,,,,,,,,,5,,79,0
8400,note_on,144,0,7,,,,,,,,,,,,,,,6,,65,70
8496,note_on,96,0,7,,,,,,,,,,,,,,,6,,65,0
8508,note_on,828,0,8,,,,,,,,,,,,,,,7,,48,0
8640,note_on,144,0,7,,,,,,,,,,,,,,,6,,67,70
8640,note_on,276,0,6,,,,,,,,,,,,,,,5,,72,70
8804,note_on,164,0,6,,,,,,,,,,,,,,,5,,72,0
8880,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,0
8880,note_on,0,0,7,,,,,,,,,,,,,,,6,,65,70
9120,note_on,316,0,6,,,,,,,,,,,,,,,5,,72,70
9120,note_on,0,0,7,,,,,,,,,,,,,,,6,,64,70
9120,note_on,240,0,7,,,,,,,,,,,,,,,6,,65,0
9252,note_on,132,0,6,,,,,,,,,,,,,,,5,,72,0
9360,note_on,240,0,7,,,,,,,,,,,,,,,6,,64,0
9360,note_on,0,0,7,,,,,,,,,,,,,,,6,,62,70
9600,note_on,240,0,7,,,,,,,,,,,,,,,6,,62,0
9600,note_on,1092,0,8,,,,,,,,,,,,,,,7,,52,70
9600,note_on,0,0,7,,,,,,,,,,,,,,,6,,60,70
9600,note_on,348,0,6,,,,,,,,,,,,,,,5,,72,70
9840,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,0
9840,note_on,0,0,7,,,,,,,,,,,,,,,6,,64,70
10080,note_on,240,0,7,,,,,,,,,,,,,,,6,,64,0
10080,note_on,0,0,7,,,,,,,,,,,,,,,6,,67,70
10320,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,0
10320,note_on,0,0,7,,,,,,,,,,,,,,,6,,72,70
10492,note_on,892,0,6,,,,,,,,,,,,,,,5,,72,0
10560,note_on,240,0,7,,,,,,,,,,,,,,,6,,72,0
10560,note_on,960,0,8,,,,,,,,,,,,,,,7,,55,70
10560,note_on,68,0,6,,,,,,,,,,,,,,,5,,76,70
10560,note_on,0,0,7,,,,,,,,,,,,,,,6,,59,70
10628,note_on,68,0,8,,,,,,,,,,,,,,,7,,52,0
10800,note_on,0,0,7,,,,,,,,,,,,,,,6,,62,70
10800,note_on,240,0,6,,,,,,,,,,,,,,,5,,74,70
10800,note_on,240,0,7,,,,,,,,,,,,,,,6,,59,0
10852,note_on,52,0,6,,,,,,,,,,,,,,,5,,76,0
10940,note_on,88,0,6,,,,,,,,,,,,,,,5,,74,0
11040,note_on,240,0,7,,,,,,,,,,,,,,,6,,62,0
11040,note_on,0,0,7,,,,,,,,,,,,,,,6,,67,70
11040,note_on,100,0,6,,,,,,,,,,,,,,,5,,72,70
11280,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,70
11280,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,0
11280,note_on,240,0,6,,,,,,,,,,,,,,,5,,74,70
11340,note_on,60,0,6,,,,,,,,,,,,,,,5,,72,0
11348,note_on,720,0,8,,,,,,,,,,,,,,,7,,55,0
11428,note_on,88,0,6,,,,,,,,,,,,,,,5,,74,0
11520,note_on,172,0,8,,,,,,,,,,,,,,,7,,60,70
11520,note_on,92,0,6,,,,,,,,,,,,,,,5,,76,70
11520,note_on,240,0,7,,,,,,,,,,,,,,,6,,71,0
11520,note_on,0,0,7,,,,,,,,,,,,,,,6,,60,70
11684,note_on,164,0,6,,,,,,,,,,,,,,,5,,76,0
11760,note_on,0,0,7,,,,,,,,,,,,,,,6,,64,70
11760,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,0
12000,note_on,0,0,7,,,,,,,,,,,,,,,6,,67,70
12000,note_on,240,0,7,,,,,,,,,,,,,,,6,,64,0
12000,note_on,316,0,6,,,,,,,,,,,,,,,5,,76,70
12156,note_on,156,0,6,,,,,,,,,,,,,,,5,,76,0
12240,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,0
12240,note_on,0,0,7,,,,,,,,,,,,,,,6,,72,70
12480,note_on,324,0,6,,,,,,,,,,,,,,,5,,79,70
12480,note_on,0,0,7,,,,,,,,,,,,,,,6,,62,70
12480,note_on,240,0,7,,,,,,,,,,,,,,,6,,72,0
12480,note_on,960,0,8,,,,,,,,,,,,,,,7,,55,70
12572,note_on,92,0,8,,,,,,,,,,,,,,,7,,60,0
12720,note_on,240,0,7,,,,,,,,,,,,,,,6,,62,0
12720,note_on,240,0,6,,,,,,,,,,,,,,,5,,77,70
12720,note_on,0,0,7,,,,,,,,,,,,,,,6,,67,70
12764,note_on,44,0,6,,,,,,,,,,,,,,,5,,79,0
12844,note_on,80,0,6,,,,,,,,,,,,,,,5,,77,0
12960,note_on,116,0,6,,,,,,,,,,,,,,,5,,76,70
12960,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,70
12960,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,0
13200,note_on,240,0,7,,,,,,,,,,,,,,,6,,71,0
13200,note_on,0,0,7,,,,,,,,,,,,,,,6,,74,70
13200,note_on,240,0,6,,,,,,,,,,,,,,,5,,77,70
13276,note_on,76,0,6,,,,,,,,,,,,,,,5,,76,0
13300,note_on,728,0,8,,,,,,,,,,,,,,,7,,55,0
13356,note_on,80,0,6,,,,,,,,,,,,,,,5,,77,0
13440,note_on,0,0,7,,,,,,,,,,,,,,,6,,64,70
13440,note_on,240,0,7,,,,,,,,,,,,,,,6,,74,0
13440,note_on,140,0,8,,,,,,,,,,,,,,,7,,48,70
13440,note_on,84,0,6,,,,,,,,,,,,,,,5,,79,70
13588,note_on,148,0,6,,,,,,,,,,,,,,,5,,79,0
13680,note_on,240,0,7,,,,,,,,,,,,,,,6,,64,0
13680,note_on,0,0,7,,,,,,,,,,,,,,,6,,67,70
13920,note_on,480,0,8,,,,,,,,,,,,,,,7,,48,0
13920,note_on,332,0,6,,,,,,,,,,,,,,,5,,79,70
13920,note_on,0,0,7,,,,,,,,,,,,,,,6,,72,70
13920,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,0
14060,note_on,140,0,6,,,,,,,,,,,,,,,5,,79,0
14160,note_on,240,0,7,,,,,,,,,,,,,,,6,,72,0
14160,note_on,0,0,7,,,,,,,,,,,,,,,6,,76,70
14400,note_on,340,0,6,,,,,,,,,,,,,,,5,,81,70
14400,note_on,0,0,7,,,,,,,,,,,,,,,6,,77,70
14400,note_on,240,0,7,,,,,,,,,,,,,,,6,,76,0
14400,note_on,480,0,8,,,,,,,,,,,,,,,7,,60,70
14640,note_on,0,0,7,,,,,,,,,,,,,,,6,,76,70
14640,note_on,240,0,7,,,,,,,,,,,,,,,6,,77,0
14640,note_on,240,0,6,,,,,,,,,,,,,,,5,,79,70
14708,note_on,68,0,6,,,,,,,,,,,,,,,5,,81,0
14764,note_on,56,0,6,,,,,,,,,,,,,,,5,,79,0
14880,note_on,480,0,8,,,,,,,,,,,,,,,7,,60,0
14880,note_on,116,0,6,,,,,,,,,,,,,,,5,,77,70
14880,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,70
14880,note_on,240,0,7,,,,,,,,,,,,,,,6,,76,0
14880,note_on,0,0,7,,,,,,,,,,,,,,,6,,74,70
14976,note_on,96,0,7,,,,,,,,,,,,,,,6,,74,0
14976,note_on,96,0,6,,,,,,,,,,,,,,,5,,77,0
15120,note_on,144,0,6,,,,,,,,,,,,,,,5,,76,70
15120,note_on,144,0,7,,,,,,,,,,,,,,,6,,72,70
15216,note_on,96,0,6,,,,,,,,,,,,,,,5,,76,0
15216,note_on,96,0,7,,,,,,,,,,,,,,,6,,72,0
15360,note_on,144,0,6,,,,,,,,,,,,,,,5,,76,70
15360,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,70
15360,note_on,480,0,8,,,,,,,,,,,,,,,7,,48,0
15360,note_on,144,0,7,,,,,,,,,,,,,,,6,,67,70
15600,note_on,0,0,7,,,,,,,,,,,,,,,6,,72,70
15600,note_on,240,0,7,,,,,,,,,,,,,,,6,,67,0
15840,note_on,480,0,6,,,,,,,,,,,,,,,5,,74,70
15840,note_on,0,0,7,,,,,,,,,,,,,,,6,,71,70
