tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,note_on,0,0,4,,,,,,,,,3,,,72,100
0,note_on,0,0,4,,,,,,,,,3,,,64,100
0,note_on,0,0,4,,,,,,,,,3,,,55,100
0,control_change,0,0,4,,,,,,,,,3,10,50,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,program_change,0,0,4,,,,,,,,48,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,note_on,0,0,3,,,,,,,,,2,,,60,100
0,control_change,0,0,3,,,,,,,,,2,10,70,,
0,control_change,0,0,3,,,,,,,,,2,7,115,,
0,program_change,0,0,3,,,,,,,,56,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,note_on,0,0,2,,,,,,,,,1,,,72,100
0,note_on,0,0,2,,,,,,,,,1,,,60,100
0,control_change,0,0,2,,,,,,,,,1,10,64,,
0,control_change,0,0,2,,,,,,,,,1,7,115,,
0,program_change,0,0,2,,,,,,,,60,1,,,,
0,program_change,0,0,5,,,,,,,,48,4,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,4,7,127,,
0,note_on,0,0,5,,,,,,,,,4,,,60,100
0,note_on,0,0,8,,,,,,,,,7,,,48,100
0,note_on,0,0,8,,,,,,,,,7,,,36,100
0,control_change,0,0,8,,,,,,,,,7,10,112,,
0,control_change,0,0,8,,,,,,,,,7,7,127,,
0,program_change,0,0,8,,,,,,,,43,7,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,note_on,0,0,7,,,,,,,,,6,,,48,100
0,note_on,0,0,7,,,,,,,,,6,,,36,100
0,control_change,0,0,7,,,,,,,,,6,10,105,,
0,control_change,0,0,7,,,,,,,,,6,7,127,,
0,program_change,0,0,7,,,,,,,,48,6,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
