tick,type,key,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,port,control,value,channel,pitch,program,note,velocity
0,key_signature,Eb,0,1,0,,,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,,0,,,,,,,
0,track_name,,0,1,14,,,,,,,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,,,
0,midi_port,,0,1,11,,,,,,,0,,,,,,,
0,track_name,,0,1,11,,,,,,,,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,
0,midi_port,,0,1,10,,,,,,,0,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,
0,track_name,,0,1,4,,,,,,,,,,,,,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,
0,midi_port,,0,1,13,,,,,,,0,,,,,,,
0,track_name,,0,1,13,,,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,
0,set_tempo,,0,1,0,,,,,,428571,,,,,,,,
0,time_signature,,0,1,0,,3,4,24,8,,,,,,,,,
