tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,control_change,,,,,0,0,6,,,,,5,10,127,,,
0,control_change,,,,,0,0,3,,,,,2,10,96,,,
0,control_change,,,,,0,0,3,,,,,2,7,120,,,
0,program_change,,,,,0,0,3,,,,0,2,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,,
0,control_change,,,,,0,0,2,,,,,1,10,80,,,
0,track_name,,,,,0,1,6,,,,,,,,,,
0,control_change,,,,,0,0,9,,,,,8,10,64,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,key_signature,,,,,0,1,0,Eb,,,,,,,,,
0,set_tempo,,,,,0,1,0,,279070,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
2,pitchwheel,,,,,2,0,7,,,,,6,,,0,,
2,pitchwheel,,,,,2,0,3,,,,,2,,,0,,
4,pitchwheel,,,,,4,0,1,,,,,0,,,0,,
6,pitchwheel,,,,,6,0,9,,,,,8,,,0,,
6,pitchwheel,,,,,6,0,4,,,,,3,,,0,,
7,pitchwheel,,,,,7,0,2,,,,,1,,,0,,
8,pitchwheel,,,,,8,0,8,,,,,7,,,0,,
10,pitchwheel,,,,,10,0,6,,,,,5,,,0,,
384,pitchwheel,,,,,384,0,5,,,,,4,,,100,,
386,pitchwheel,,,,,384,0,7,,,,,6,,,0,,
386,pitchwheel,,,,,384,0,3,,,,,2,,,0,,
388,pitchwheel,,,,,384,0,1,,,,,0,,,100,,
390,pitchwheel,,,,,384,0,4,,,,,3,,,100,,
390,pitchwheel,,,,,384,0,9,,,,,8,,,-100,,
391,pitchwheel,,,,,384,0,2,,,,,1,,,-100,,
392,pitchwheel,,,,,384,0,8,,,,,7,,,100,,
394,pitchwheel,,,,,384,0,6,,,,,5,,,-100,,
484,control_change,,,,,100,0,5,,,,,4,91,64,,,
486,control_change,,,,,100,0,3,,,,,2,91,64,,,
486,control_change,,,,,100,0,7,,,,,6,91,42,,,
488,control_change,,,,,100,0,1,,,,,0,91,73,,,
490,control_change,,,,,100,0,4,,,,,3,91,96,,,
490,control_change,,,,,100,0,9,,,,,8,91,112,,,
491,control_change,,,,,100,0,2,,,,,1,91,106,,,
492,control_change,,,,,100,0,8,,,,,7,91,68,,,
494,control_change,,,,,100,0,6,,,,,5,91,64,,,
534,control_change,,,,,50,0,5,,,,,4,93,8,,,
536,control_change,,,,,50,0,7,,,,,6,93,6,,,
536,control_change,,,,,50,0,3,,,,,2,93,2,,,
538,control_change,,,,,50,0,1,,,,,0,93,8,,,
540,control_change,,,,,50,0,4,,,,,3,93,2,,,
540,control_change,,,,,50,0,9,,,,,8,93,64,,,
541,control_change,,,,,50,0,2,,,,,1,93,16,,,
542,control_change,,,,,50,0,8,,,,,7,93,6,,,
544,control_change,,,,,50,0,6,,,,,5,93,8,,,
576,note_on,,,,,42,0,5,,,,,4,,,,70,45
624,note_on,,,,,48,0,5,,,,,4,,,,70,0
768,note_on,,,,,144,0,5,,,,,4,,,,75,45
816,note_on,,,,,48,0,5,,,,,4,,,,75,0
960,note_on,,,,,144,0,5,,,,,4,,,,70,45
1008,note_on,,,,,48,0,5,,,,,4,,,,70,0
1152,note_on,,,,,144,0,5,,,,,4,,,,72,45
1162,note_on,,,,,618,0,6,,,,,5,,,,63,37
1200,note_on,,,,,48,0,5,,,,,4,,,,72,0
1344,note_on,,,,,144,0,5,,,,,4,,,,67,45
1392,note_on,,,,,48,0,5,,,,,4,,,,67,0
1536,note_on,,,,,144,0,5,,,,,4,,,,68,45
1536,set_tempo,,,,,1536,1,0,,266667,,,,,,,,
1584,note_on,,,,,48,0,5,,,,,4,,,,68,0
1728,note_on,,,,,144,0,5,,,,,4,,,,65,45
1776,note_on,,,,,48,0,5,,,,,4,,,,65,0
1920,note_on,,,,,144,0,5,,,,,4,,,,58,45
1930,note_on,,,,,0,0,6,,,,,5,,,,62,37
1930,note_on,,,,,768,0,6,,,,,5,,,,63,0
1968,note_on,,,,,48,0,5,,,,,4,,,,58,0
2112,note_on,,,,,144,0,5,,,,,4,,,,70,45
2160,note_on,,,,,48,0,5,,,,,4,,,,70,0
2266,note_on,,,,,336,0,6,,,,,5,,,,62,0
2304,note_on,,,,,144,0,5,,,,,4,,,,67,45
2314,note_on,,,,,48,0,6,,,,,5,,,,63,37
2352,note_on,,,,,48,0,5,,,,,4,,,,67,0
2496,note_on,,,,,144,0,5,,,,,4,,,,63,45
2544,note_on,,,,,48,0,5,,,,,4,,,,63,0
2650,note_on,,,,,336,0,6,,,,,5,,,,63,0
2688,note_on,,,,,144,0,5,,,,,4,,,,56,45
2698,note_on,,,,,48,0,6,,,,,5,,,,60,37
2736,note_on,,,,,48,0,5,,,,,4,,,,56,0
2858,note_on,,,,,160,0,6,,,,,5,,,,60,0
2880,note_on,,,,,144,0,5,,,,,4,,,,72,45
2890,note_on,,,,,32,0,6,,,,,5,,,,56,37
2928,note_on,,,,,48,0,5,,,,,4,,,,72,0
3050,note_on,,,,,160,0,6,,,,,5,,,,56,0
3072,note_on,,,,,144,0,5,,,,,4,,,,63,45
3072,set_tempo,,,,,1536,1,0,,292683,,,,,,,,
3264,note_on,,,,,192,0,5,,,,,4,,,,63,0
3264,note_on,,,,,0,0,5,,,,,4,,,,62,45
3274,note_on,,,,,224,0,6,,,,,5,,,,58,37
3424,note_on,,,,,160,0,5,,,,,4,,,,62,0
3466,note_on,,,,,0,0,6,,,,,5,,,,56,37
3466,note_on,,,,,192,0,6,,,,,5,,,,58,0
3648,note_on,,,,,224,0,5,,,,,4,,,,63,60
3648,set_tempo,,,,,576,1,0,,266667,,,,,,,,
3658,note_on,,,,,0,0,6,,,,,5,,,,55,37
3658,note_on,,,,,192,0,6,,,,,5,,,,56,0
3696,note_on,,,,,48,0,5,,,,,4,,,,63,0
3818,note_on,,,,,160,0,6,,,,,5,,,,55,0
3840,note_on,,,,,144,0,5,,,,,4,,,,60,60
3850,note_on,,,,,32,0,6,,,,,5,,,,56,45
3888,note_on,,,,,48,0,5,,,,,4,,,,60,0
3993,set_tempo,,,,,345,1,0,,265487,,,,,,,,
4032,note_on,,,,,144,0,5,,,,,4,,,,65,60
4080,note_on,,,,,48,0,5,,,,,4,,,,65,0
4147,set_tempo,,,,,154,1,0,,264317,,,,,,,,
4186,note_on,,,,,336,0,6,,,,,5,,,,56,0
4224,note_on,,,,,144,0,5,,,,,4,,,,62,60
4234,note_on,,,,,48,0,6,,,,,5,,,,58,45
4272,note_on,,,,,48,0,5,,,,,4,,,,62,0
4300,set_tempo,,,,,153,1,0,,263158,,,,,,,,
4416,note_on,,,,,144,0,5,,,,,4,,,,67,60
4454,set_tempo,,,,,154,1,0,,262009,,,,,,,,
4464,note_on,,,,,48,0,5,,,,,4,,,,67,0
4570,note_on,,,,,336,0,6,,,,,5,,,,58,0
4608,set_tempo,,,,,154,1,0,,260870,,,,,,,,
4608,note_on,,,,,144,0,5,,,,,4,,,,63,60
4618,note_on,,,,,48,0,6,,,,,5,,,,60,45
4656,note_on,,,,,48,0,5,,,,,4,,,,63,0
4761,set_tempo,,,,,153,1,0,,259740,,,,,,,,
4800,note_on,,,,,144,0,5,,,,,4,,,,68,60
4848,note_on,,,,,48,0,5,,,,,4,,,,68,0
4915,set_tempo,,,,,154,1,0,,258621,,,,,,,,
4954,note_on,,,,,336,0,6,,,,,5,,,,60,0
4992,note_on,,,,,144,0,5,,,,,4,,,,65,60
5002,note_on,,,,,48,0,6,,,,,5,,,,62,45
5040,note_on,,,,,48,0,5,,,,,4,,,,65,0
5068,set_tempo,,,,,153,1,0,,257511,,,,,,,,
5184,note_on,,,,,144,0,5,,,,,4,,,,70,60
5222,set_tempo,,,,,154,1,0,,256410,,,,,,,,
5232,note_on,,,,,48,0,5,,,,,4,,,,70,0
5338,note_on,,,,,336,0,6,,,,,5,,,,62,0
5376,note_on,,,,,144,0,5,,,,,4,,,,67,60
5376,set_tempo,,,,,154,1,0,,255319,,,,,,,,
5386,note_on,,,,,48,0,6,,,,,5,,,,63,60
5424,note_on,,,,,48,0,5,,,,,4,,,,67,0
5568,note_on,,,,,144,0,5,,,,,4,,,,72,75
5760,note_on,,,,,0,0,5,,,,,4,,,,70,75
5760,note_on,,,,,192,0,5,,,,,4,,,,72,0
5770,note_on,,,,,0,0,6,,,,,5,,,,65,60
5770,note_on,,,,,384,0,6,,,,,5,,,,63,0
5952,note_on,,,,,192,0,5,,,,,4,,,,70,0
5952,note_on,,,,,0,0,5,,,,,4,,,,69,75
6106,note_on,,,,,336,0,6,,,,,5,,,,65,0
6112,note_on,,,,,160,0,5,,,,,4,,,,69,0
6144,note_on,,,,,32,0,5,,,,,4,,,,69,75
6144,set_tempo,,,,,768,1,0,,292683,,,,,,,,
6336,note_on,,,,,0,0,5,,,,,4,,,,70,75
6336,note_on,,,,,192,0,5,,,,,4,,,,69,0
6338,note_on,,,,,5802,0,7,,,,,6,,,,58,108
6346,note_on,,,,,240,0,6,,,,,5,,,,58,108
6496,note_on,,,,,160,0,5,,,,,4,,,,70,0
6498,note_on,,,,,160,0,7,,,,,6,,,,58,0
6506,note_on,,,,,160,0,6,,,,,5,,,,58,0
6528,set_tempo,,,,,384,1,0,,266667,,,,,,,,
6530,note_on,,,,,32,0,7,,,,,6,,,,60,108
6538,note_on,,,,,32,0,6,,,,,5,,,,70,108
6690,note_on,,,,,160,0,7,,,,,6,,,,60,0
6720,note_on,,,,,224,0,5,,,,,4,,,,72,108
6722,note_on,,,,,32,0,7,,,,,6,,,,62,108
6724,note_on,,,,,6186,0,1,,,,,0,,,,70,108
6730,note_on,,,,,0,0,6,,,,,5,,,,68,108
6730,note_on,,,,,192,0,6,,,,,5,,,,70,0
6768,note_on,,,,,48,0,5,,,,,4,,,,72,0
6768,note_on,,,,,0,0,5,,,,,4,,,,70,108
6772,note_on,,,,,48,0,1,,,,,0,,,,70,0
6816,note_on,,,,,0,0,5,,,,,4,,,,69,108
6816,note_on,,,,,48,0,5,,,,,4,,,,70,0
6864,note_on,,,,,0,0,5,,,,,4,,,,70,108
6864,note_on,,,,,48,0,5,,,,,4,,,,69,0
6882,note_on,,,,,160,0,7,,,,,6,,,,62,0
6890,note_on,,,,,160,0,6,,,,,5,,,,68,0
6910,note_on,,,,,46,0,5,,,,,4,,,,70,0
6912,note_on,,,,,2,0,5,,,,,4,,,,75,108
6914,note_on,,,,,32,0,7,,,,,6,,,,63,108
6916,note_on,,,,,144,0,1,,,,,0,,,,75,108
6919,note_on,,,,,6378,0,2,,,,,1,,,,63,108
6919,note_on,,,,,0,0,2,,,,,1,,,,67,108
6922,note_on,,,,,32,0,6,,,,,5,,,,67,108
6960,note_on,,,,,48,0,5,,,,,4,,,,75,0
6964,note_on,,,,,48,0,1,,,,,0,,,,75,0
7104,note_on,,,,,144,0,5,,,,,4,,,,70,108
7108,note_on,,,,,144,0,1,,,,,0,,,,82,108
7152,note_on,,,,,48,0,5,,,,,4,,,,70,0
7156,note_on,,,,,48,0,1,,,,,0,,,,82,0
7296,note_on,,,,,144,0,5,,,,,4,,,,72,108
7300,note_on,,,,,144,0,1,,,,,0,,,,84,108
7302,note_on,,,,,6762,0,9,,,,,8,,,,39,108
7304,note_on,,,,,6762,0,8,,,,,7,,,,51,108
7344,note_on,,,,,48,0,5,,,,,4,,,,72,0
7348,note_on,,,,,48,0,1,,,,,0,,,,84,0
7488,note_on,,,,,144,0,5,,,,,4,,,,67,108
7492,note_on,,,,,144,0,1,,,,,0,,,,79,108
7536,note_on,,,,,48,0,5,,,,,4,,,,67,0
7540,note_on,,,,,48,0,1,,,,,0,,,,79,0
7634,note_on,,,,,720,0,7,,,,,6,,,,63,0
7639,note_on,,,,,0,0,2,,,,,1,,,,63,0
7639,note_on,,,,,720,0,2,,,,,1,,,,67,0
7642,note_on,,,,,720,0,6,,,,,5,,,,67,0
7680,note_on,,,,,144,0,5,,,,,4,,,,68,108
7682,note_on,,,,,48,0,7,,,,,6,,,,60,108
7684,note_on,,,,,144,0,1,,,,,0,,,,80,108
7687,note_on,,,,,0,0,2,,,,,1,,,,65,108
7687,note_on,,,,,48,0,2,,,,,1,,,,63,108
7690,note_on,,,,,48,0,6,,,,,5,,,,65,108
7728,note_on,,,,,48,0,5,,,,,4,,,,68,0
7732,note_on,,,,,48,0,1,,,,,0,,,,80,0
7872,note_on,,,,,144,0,5,,,,,4,,,,65,108
7876,note_on,,,,,144,0,1,,,,,0,,,,77,108
7920,note_on,,,,,48,0,5,,,,,4,,,,65,0
7924,note_on,,,,,48,0,1,,,,,0,,,,77,0
8018,note_on,,,,,336,0,7,,,,,6,,,,60,0
8022,note_on,,,,,720,0,9,,,,,8,,,,39,0
8023,note_on,,,,,336,0,2,,,,,1,,,,63,0
8024,note_on,,,,,720,0,8,,,,,7,,,,51,0
8064,note_on,,,,,144,0,5,,,,,4,,,,58,108
8066,note_on,,,,,48,0,7,,,,,6,,,,58,108
8068,note_on,,,,,144,0,1,,,,,0,,,,70,108
8070,note_on,,,,,48,0,9,,,,,8,,,,38,108
8071,note_on,,,,,48,0,2,,,,,1,,,,58,108
8072,note_on,,,,,48,0,8,,,,,7,,,,50,108
8112,note_on,,,,,48,0,5,,,,,4,,,,58,0
8116,note_on,,,,,48,0,1,,,,,0,,,,70,0
8256,note_on,,,,,144,0,5,,,,,4,,,,70,108
8260,note_on,,,,,144,0,1,,,,,0,,,,82,108
8304,note_on,,,,,48,0,5,,,,,4,,,,70,0
8308,note_on,,,,,48,0,1,,,,,0,,,,82,0
8406,note_on,,,,,336,0,9,,,,,8,,,,38,0
8407,note_on,,,,,0,0,2,,,,,1,,,,65,0
8407,note_on,,,,,336,0,2,,,,,1,,,,58,0
8408,note_on,,,,,336,0,8,,,,,7,,,,50,0
8410,note_on,,,,,720,0,6,,,,,5,,,,65,0
8448,note_on,,,,,144,0,5,,,,,4,,,,67,108
8452,note_on,,,,,144,0,1,,,,,0,,,,79,108
8454,note_on,,,,,48,0,9,,,,,8,,,,37,108
8455,note_on,,,,,48,0,2,,,,,1,,,,51,108
8455,note_on,,,,,0,0,2,,,,,1,,,,63,108
8456,note_on,,,,,48,0,8,,,,,7,,,,49,108
8458,note_on,,,,,48,0,6,,,,,5,,,,63,108
8496,note_on,,,,,48,0,5,,,,,4,,,,67,0
8500,note_on,,,,,48,0,1,,,,,0,,,,79,0
8610,note_on,,,,,544,0,7,,,,,6,,,,58,0
8618,note_on,,,,,160,0,6,,,,,5,,,,63,0
8640,note_on,,,,,144,0,5,,,,,4,,,,63,108
8642,note_on,,,,,32,0,7,,,,,6,,,,55,108
8644,note_on,,,,,144,0,1,,,,,0,,,,75,108
8650,note_on,,,,,32,0,6,,,,,5,,,,58,108
8688,note_on,,,,,48,0,5,,,,,4,,,,63,0
8692,note_on,,,,,48,0,1,,,,,0,,,,75,0
8790,note_on,,,,,336,0,9,,,,,8,,,,37,0
8792,note_on,,,,,336,0,8,,,,,7,,,,49,0
8832,note_on,,,,,144,0,5,,,,,4,,,,56,108
8834,note_on,,,,,0,0,7,,,,,6,,,,51,108
8834,note_on,,,,,192,0,7,,,,,6,,,,55,0
8836,note_on,,,,,144,0,1,,,,,0,,,,68,108
8838,note_on,,,,,48,0,9,,,,,8,,,,36,108
8840,note_on,,,,,48,0,8,,,,,7,,,,48,108
8842,note_on,,,,,0,0,6,,,,,5,,,,60,108
8842,note_on,,,,,192,0,6,,,,,5,,,,58,0
8880,note_on,,,,,48,0,5,,,,,4,,,,56,0
8884,note_on,,,,,48,0,1,,,,,0,,,,68,0
8994,note_on,,,,,160,0,7,,,,,6,,,,51,0
8998,note_on,,,,,160,0,9,,,,,8,,,,36,0
9000,note_on,,,,,160,0,8,,,,,7,,,,48,0
9002,note_on,,,,,160,0,6,,,,,5,,,,60,0
9024,note_on,,,,,144,0,5,,,,,4,,,,72,108
9026,note_on,,,,,32,0,7,,,,,6,,,,56,108
9028,note_on,,,,,144,0,1,,,,,0,,,,84,108
9030,note_on,,,,,32,0,9,,,,,8,,,,32,108
9032,note_on,,,,,32,0,8,,,,,7,,,,44,108
9034,note_on,,,,,32,0,6,,,,,5,,,,63,108
9072,note_on,,,,,48,0,5,,,,,4,,,,72,0
9076,note_on,,,,,48,0,1,,,,,0,,,,84,0
9175,note_on,,,,,720,0,2,,,,,1,,,,63,0
9175,note_on,,,,,0,0,2,,,,,1,,,,51,0
9186,note_on,,,,,160,0,7,,,,,6,,,,56,0
9190,note_on,,,,,160,0,9,,,,,8,,,,32,0
9192,note_on,,,,,160,0,8,,,,,7,,,,44,0
9194,note_on,,,,,160,0,6,,,,,5,,,,63,0
9216,set_tempo,,,,,2688,1,0,,292683,,,,,,,,
9216,note_on,,,,,144,0,5,,,,,4,,,,63,108
9218,note_on,,,,,32,0,7,,,,,6,,,,55,108
9220,note_on,,,,,144,0,1,,,,,0,,,,75,108
9223,note_on,,,,,48,0,2,,,,,1,,,,46,108
9223,note_on,,,,,0,0,2,,,,,1,,,,58,108
9226,note_on,,,,,32,0,6,,,,,5,,,,58,108
9408,note_on,,,,,192,0,5,,,,,4,,,,63,0
9408,note_on,,,,,0,0,5,,,,,4,,,,62,108
9410,note_on,,,,,192,0,7,,,,,6,,,,55,0
9410,note_on,,,,,0,0,7,,,,,6,,,,53,108
9412,note_on,,,,,0,0,1,,,,,0,,,,74,108
9412,note_on,,,,,192,0,1,,,,,0,,,,75,0
9414,note_on,,,,,224,0,9,,,,,8,,,,34,108
9416,note_on,,,,,224,0,8,,,,,7,,,,46,108
9462,note_on,,,,,48,0,9,,,,,8,,,,34,0
9464,note_on,,,,,48,0,8,,,,,7,,,,46,0
9559,note_on,,,,,336,0,2,,,,,1,,,,58,0
9559,note_on,,,,,0,0,2,,,,,1,,,,46,0
9562,note_on,,,,,336,0,6,,,,,5,,,,58,0
9568,note_on,,,,,160,0,5,,,,,4,,,,62,0
9570,note_on,,,,,160,0,7,,,,,6,,,,53,0
9572,note_on,,,,,160,0,1,,,,,0,,,,74,0
9600,set_tempo,,,,,384,1,0,,266667,,,,,,,,
9606,note_on,,,,,144,0,9,,,,,8,,,,32,108
9608,note_on,,,,,144,0,8,,,,,7,,,,44,108
9792,note_on,,,,,224,0,5,,,,,4,,,,75,108
9794,note_on,,,,,224,0,7,,,,,6,,,,58,108
9796,note_on,,,,,224,0,1,,,,,0,,,,75,108
9798,note_on,,,,,0,0,9,,,,,8,,,,31,108
9798,note_on,,,,,192,0,9,,,,,8,,,,32,0
9799,note_on,,,,,0,0,2,,,,,1,,,,63,108
9799,note_on,,,,,240,0,2,,,,,1,,,,51,108
9800,note_on,,,,,0,0,8,,,,,7,,,,43,108
9800,note_on,,,,,192,0,8,,,,,7,,,,44,0
9802,note_on,,,,,240,0,6,,,,,5,,,,63,108
9952,note_on,,,,,160,0,5,,,,,4,,,,75,0
9954,note_on,,,,,160,0,7,,,,,6,,,,58,0
9956,note_on,,,,,160,0,1,,,,,0,,,,75,0
9958,note_on,,,,,160,0,9,,,,,8,,,,31,0
9959,note_on,,,,,0,0,2,,,,,1,,,,51,0
9959,note_on,,,,,160,0,2,,,,,1,,,,63,0
9960,note_on,,,,,160,0,8,,,,,7,,,,43,0
9962,note_on,,,,,160,0,6,,,,,5,,,,63,0
9984,note_on,,,,,32,0,5,,,,,4,,,,75,108
9986,note_on,,,,,32,0,7,,,,,6,,,,60,108
9988,note_on,,,,,0,0,1,,,,,0,,,,77,108
9988,note_on,,,,,32,0,1,,,,,0,,,,75,108
9990,note_on,,,,,32,0,9,,,,,8,,,,32,108
9991,note_on,,,,,0,0,2,,,,,1,,,,63,108
9991,note_on,,,,,32,0,2,,,,,1,,,,51,108
9992,note_on,,,,,32,0,8,,,,,7,,,,44,108
9994,note_on,,,,,32,0,6,,,,,5,,,,63,108
10080,note_on,,,,,0,0,5,,,,,4,,,,65,108
10080,note_on,,,,,96,0,5,,,,,4,,,,75,0
10088,note_on,,,,,94,0,6,,,,,5,,,,63,0
10090,note_on,,,,,2,0,6,,,,,5,,,,63,108
10150,note_on,,,,,160,0,9,,,,,8,,,,32,0
10152,note_on,,,,,160,0,8,,,,,7,,,,44,0
10174,note_on,,,,,94,0,5,,,,,4,,,,65,0
10176,note_on,,,,,2,0,5,,,,,4,,,,65,108
10182,note_on,,,,,32,0,9,,,,,8,,,,44,108
10184,note_on,,,,,32,0,8,,,,,7,,,,56,108
10184,note_on,,,,,94,0,6,,,,,5,,,,63,0
10186,note_on,,,,,2,0,6,,,,,5,,,,63,108
10208,note_on,,,,,32,0,5,,,,,4,,,,65,0
10272,note_on,,,,,64,0,5,,,,,4,,,,65,108
10280,note_on,,,,,94,0,6,,,,,5,,,,63,0
10282,note_on,,,,,2,0,6,,,,,5,,,,63,108
10304,note_on,,,,,32,0,5,,,,,4,,,,65,0
10322,note_on,,,,,336,0,7,,,,,6,,,,60,0
10342,note_on,,,,,160,0,9,,,,,8,,,,44,0
10344,note_on,,,,,160,0,8,,,,,7,,,,56,0
10368,note_on,,,,,64,0,5,,,,,4,,,,65,108
10370,note_on,,,,,48,0,7,,,,,6,,,,61,108
10372,note_on,,,,,384,0,1,,,,,0,,,,77,0
10372,note_on,,,,,0,0,1,,,,,0,,,,79,108
10374,note_on,,,,,32,0,9,,,,,8,,,,46,108
10376,note_on,,,,,94,0,6,,,,,5,,,,63,0
10376,note_on,,,,,32,0,8,,,,,7,,,,58,108
10378,note_on,,,,,2,0,6,,,,,5,,,,63,108
10464,note_on,,,,,0,0,5,,,,,4,,,,67,108
10464,note_on,,,,,96,0,5,,,,,4,,,,65,0
10472,note_on,,,,,94,0,6,,,,,5,,,,63,0
10474,note_on,,,,,2,0,6,,,,,5,,,,63,108
10534,note_on,,,,,160,0,9,,,,,8,,,,46,0
10536,note_on,,,,,160,0,8,,,,,7,,,,58,0
10558,note_on,,,,,94,0,5,,,,,4,,,,67,0
10560,note_on,,,,,2,0,5,,,,,4,,,,67,108
10566,note_on,,,,,32,0,9,,,,,8,,,,34,108
10568,note_on,,,,,32,0,8,,,,,7,,,,46,108
10568,note_on,,,,,94,0,6,,,,,5,,,,63,0
10570,note_on,,,,,2,0,6,,,,,5,,,,63,108
10592,note_on,,,,,32,0,5,,,,,4,,,,67,0
10656,note_on,,,,,64,0,5,,,,,4,,,,67,108
10664,note_on,,,,,94,0,6,,,,,5,,,,63,0
10666,note_on,,,,,2,0,6,,,,,5,,,,63,108
10688,note_on,,,,,32,0,5,,,,,4,,,,67,0
10706,note_on,,,,,336,0,7,,,,,6,,,,61,0
10708,note_on,,,,,336,0,1,,,,,0,,,,79,0
10726,note_on,,,,,160,0,9,,,,,8,,,,34,0
10728,note_on,,,,,160,0,8,,,,,7,,,,46,0
10752,note_on,,,,,64,0,5,,,,,4,,,,67,108
10754,note_on,,,,,48,0,7,,,,,6,,,,60,108
10756,note_on,,,,,48,0,1,,,,,0,,,,80,108
10758,note_on,,,,,32,0,9,,,,,8,,,,36,108
10760,note_on,,,,,32,0,8,,,,,7,,,,48,108
10760,note_on,,,,,94,0,6,,,,,5,,,,63,0
10762,note_on,,,,,2,0,6,,,,,5,,,,63,108
10848,note_on,,,,,96,0,5,,,,,4,,,,67,0
10848,note_on,,,,,0,0,5,,,,,4,,,,68,108
10856,note_on,,,,,94,0,6,,,,,5,,,,63,0
10858,note_on,,,,,2,0,6,,,,,5,,,,63,108
10918,note_on,,,,,160,0,9,,,,,8,,,,36,0
10920,note_on,,,,,160,0,8,,,,,7,,,,48,0
10942,note_on,,,,,94,0,5,,,,,4,,,,68,0
10944,note_on,,,,,2,0,5,,,,,4,,,,68,108
10950,note_on,,,,,32,0,9,,,,,8,,,,48,108
10952,note_on,,,,,94,0,6,,,,,5,,,,63,0
10952,note_on,,,,,32,0,8,,,,,7,,,,60,108
10954,note_on,,,,,2,0,6,,,,,5,,,,63,108
10976,note_on,,,,,32,0,5,,,,,4,,,,68,0
11040,note_on,,,,,64,0,5,,,,,4,,,,68,108
11048,note_on,,,,,94,0,6,,,,,5,,,,63,0
11050,note_on,,,,,2,0,6,,,,,5,,,,63,108
11072,note_on,,,,,32,0,5,,,,,4,,,,68,0
11090,note_on,,,,,336,0,7,,,,,6,,,,60,0
11110,note_on,,,,,160,0,9,,,,,8,,,,48,0
11112,note_on,,,,,160,0,8,,,,,7,,,,60,0
11136,note_on,,,,,64,0,5,,,,,4,,,,68,108
11138,note_on,,,,,48,0,7,,,,,6,,,,63,108
11140,note_on,,,,,384,0,1,,,,,0,,,,80,0
11140,note_on,,,,,0,0,1,,,,,0,,,,75,0
11140,note_on,,,,,0,0,1,,,,,0,,,,78,108
11140,note_on,,,,,0,0,1,,,,,0,,,,81,108
11142,note_on,,,,,32,0,9,,,,,8,,,,47,108
11144,note_on,,,,,94,0,6,,,,,5,,,,63,0
11144,note_on,,,,,32,0,8,,,,,7,,,,59,108
11146,note_on,,,,,2,0,6,,,,,5,,,,63,108
11232,note_on,,,,,0,0,5,,,,,4,,,,69,108
11232,note_on,,,,,96,0,5,,,,,4,,,,68,0
11242,note_on,,,,,96,0,6,,,,,5,,,,63,0
11242,note_on,,,,,0,0,6,,,,,5,,,,66,108
11302,note_on,,,,,160,0,9,,,,,8,,,,47,0
11304,note_on,,,,,160,0,8,,,,,7,,,,59,0
