tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 4, 35, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,19,,,,,,,,,,,,,,11,127,15,,,
0,control_change,,0,0,19,,,,,,,,,,,,,,10,64,15,,,
0,control_change,,0,0,19,,,,,,,,,,,,,,7,104,15,,,
0,program_change,,0,0,19,,,,,,,,,,,,,,,,15,19,,
0,midi_port,,0,1,19,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,19,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,18,,,,,,,,,,,,,,,,13,,55,58
0,control_change,,0,0,18,,,,,,,,,,,,,,11,127,13,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,18,,,,,,,,,,,,,,10,80,13,,,
0,program_change,,0,0,18,,,,,,,,,,,,,,,,13,60,,
0,midi_port,,0,1,18,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,18,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,17,,,,,,,,,,,,,,,,12,,58,58
0,control_change,,0,0,17,,,,,,,,,,,,,,11,127,12,,,
0,control_change,,0,0,17,,,,,,,,,,,,,,10,48,12,,,
0,control_change,,0,0,17,,,,,,,,,,,,,,7,96,12,,,
0,program_change,,0,0,17,,,,,,,,,,,,,,,,12,70,,
0,control_change,,0,0,18,,,,,,,,,,,,,,7,96,13,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,11,80,1,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,10,65,1,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,7,96,1,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,7,96,5,,,
0,program_change,,0,0,11,,,,,,,,,,,,,,,,5,48,,
0,midi_port,,0,1,11,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,11,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,12,,,,,,,,,,,,,,,,6,48,,
0,control_change,,0,0,12,,,,,,,,,,,,,,7,96,6,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,10,80,6,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,11,127,6,,,
0,track_name,,0,1,13,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,13,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,13,,,,,,,,,,,,,,,,7,48,,
0,control_change,,0,0,13,,,,,,,,,,,,,,7,96,7,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,10,96,7,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,11,127,7,,,
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,6,,,,,,,,,,,,,,,,1,70,,
0,midi_port,,0,1,17,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,10,24,5,,,
0,track_name,,0,1,17,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,10,,,,,,,,,,,,,,11,127,4,,,
0,note_on,,0,0,16,,,,,,,,,,,,,,,,11,,62,58
0,control_change,,0,0,16,,,,,,,,,,,,,,11,127,11,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,10,96,11,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,7,96,11,,,
0,program_change,,0,0,16,,,,,,,,,,,,,,,,11,73,,
0,midi_port,,0,1,16,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,16,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,15,,,,,,,,,,,,,,,,10,,67,58
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,11,127,10,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,7,96,10,,,
0,program_change,,0,0,15,,,,,,,,,,,,,,,,10,73,,
0,midi_port,,0,1,15,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,15,,,,,,,,,,,,,,,,,,,
0,program_change,,0,0,8,,,,,,,,,,,,,,,,3,57,,
0,control_change,,0,0,8,,,,,,,,,,,,,,11,127,3,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,10,96,3,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,7,96,3,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,10,24,10,,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,7,96,3,,,
0,program_change,,0,0,7,,,,,,,,,,,,,,,,3,57,,
0,control_change,,0,0,10,,,,,,,,,,,,,,10,48,4,,,
0,control_change,,0,0,10,,,,,,,,,,,,,,7,96,4,,,
0,program_change,,0,0,10,,,,,,,,,,,,,,,,4,48,,
0,midi_port,,0,1,10,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,14,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,14,,,,,,,,,,,,,,,,8,48,,
0,control_change,,0,0,14,,,,,,,,,,,,,,7,104,8,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,10,112,8,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,11,127,8,,,
0,program_change,,0,0,9,,,,,,,,,,,,,,,,3,57,,
0,control_change,,0,0,9,,,,,,,,,,,,,,11,127,3,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,10,96,3,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,7,96,3,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,10,96,3,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,11,127,3,,,
0,note_on,,0,0,10,,,,,,,,,,,,,,,,4,,67,48
0,control_change,,0,0,11,,,,,,,,,,,,,,11,127,5,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,10,75,0,,,
0,midi_port,,0,1,2,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,,,,,,,
0,time_signature,,0,1,0,,,,,,,,,,4,4,24,8,,,,,,
0,set_tempo,,0,1,0,,,,,,,,,800000,,,,,,,,,,
0,key_signature,,0,1,0,,,,,,,,Bb,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,7,96,0,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,,,,,,
0,program_change,,0,0,5,,,,,,,,,,,,,,,,0,71,,
0,control_change,,0,0,5,,,,,,,,,,,,,,11,80,0,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,,,,,,,
0,midi_port,,0,1,0,,,,,,,0,,,,,,,,,,,,
0,smpte_offset,,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,instrument_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,1,,,,,,,,,,,,,,,,,,,
30,note_on,,30,0,11,,,,,,,,,,,,,,,,5,,55,48
59,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,55,0
60,note_on,,60,0,12,,,,,,,,,,,,,,,,6,,58,48
60,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,67,48
60,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,62,48
60,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,70,48
60,note_on,,60,0,19,,,,,,,,,,,,,,,,15,,55,48
60,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,58,48
60,note_on,,60,0,13,,,,,,,,,,,,,,,,7,,55,48
60,note_on,,60,0,14,,,,,,,,,,,,,,,,8,,43,48
89,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,58,0
90,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,62,48
119,note_on,,119,0,16,,,,,,,,,,,,,,,,11,,62,0
119,note_on,,119,0,17,,,,,,,,,,,,,,,,12,,58,0
119,note_on,,119,0,18,,,,,,,,,,,,,,,,13,,55,0
119,note_on,,59,0,13,,,,,,,,,,,,,,,,7,,55,0
119,note_on,,59,0,12,,,,,,,,,,,,,,,,6,,58,0
119,note_on,,59,0,14,,,,,,,,,,,,,,,,8,,43,0
119,note_on,,119,0,15,,,,,,,,,,,,,,,,10,,67,0
119,note_on,,59,0,19,,,,,,,,,,,,,,,,15,,55,0
119,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,62,0
120,note_on,,1,0,15,,,,,,,,,,,,,,,,10,,67,58
120,note_on,,1,0,12,,,,,,,,,,,,,,,,6,,62,48
120,note_on,,1,0,16,,,,,,,,,,,,,,,,11,,62,58
120,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,67,48
120,note_on,,1,0,17,,,,,,,,,,,,,,,,12,,58,58
120,note_on,,1,0,18,,,,,,,,,,,,,,,,13,,55,58
120,note_on,,1,0,14,,,,,,,,,,,,,,,,8,,46,48
120,note_on,,1,0,19,,,,,,,,,,,,,,,,15,,58,48
120,note_on,,1,0,13,,,,,,,,,,,,,,,,7,,58,48
149,note_on,,149,0,10,,,,,,,,,,,,,,,,4,,67,0
150,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,58,48
179,note_on,,59,0,17,,,,,,,,,,,,,,,,12,,58,0
179,note_on,,59,0,14,,,,,,,,,,,,,,,,8,,46,0
179,note_on,,59,0,15,,,,,,,,,,,,,,,,10,,67,0
179,note_on,,29,0,10,,,,,,,,,,,,,,,,4,,58,0
179,note_on,,59,0,12,,,,,,,,,,,,,,,,6,,62,0
179,note_on,,59,0,16,,,,,,,,,,,,,,,,11,,62,0
179,note_on,,59,0,13,,,,,,,,,,,,,,,,7,,58,0
179,note_on,,59,0,18,,,,,,,,,,,,,,,,13,,55,0
179,note_on,,59,0,19,,,,,,,,,,,,,,,,15,,58,0
180,note_on,,1,0,16,,,,,,,,,,,,,,,,11,,62,58
180,note_on,,1,0,19,,,,,,,,,,,,,,,,15,,55,48
180,note_on,,1,0,12,,,,,,,,,,,,,,,,6,,58,48
180,note_on,,1,0,13,,,,,,,,,,,,,,,,7,,55,48
180,note_on,,1,0,18,,,,,,,,,,,,,,,,13,,55,58
180,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,62,48
180,note_on,,1,0,14,,,,,,,,,,,,,,,,8,,43,48
180,note_on,,1,0,15,,,,,,,,,,,,,,,,10,,67,58
180,note_on,,1,0,17,,,,,,,,,,,,,,,,12,,58,58
209,note_on,,29,0,10,,,,,,,,,,,,,,,,4,,62,0
210,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,67,48
239,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,55,0
239,note_on,,59,0,15,,,,,,,,,,,,,,,,10,,67,0
239,note_on,,59,0,12,,,,,,,,,,,,,,,,6,,58,0
239,note_on,,59,0,13,,,,,,,,,,,,,,,,7,,55,0
239,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,67,0
239,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,62,0
239,note_on,,59,0,19,,,,,,,,,,,,,,,,15,,70,0
239,note_on,,59,0,16,,,,,,,,,,,,,,,,11,,62,0
239,note_on,,29,0,10,,,,,,,,,,,,,,,,4,,67,0
239,note_on,,59,0,17,,,,,,,,,,,,,,,,12,,58,0
239,note_on,,59,0,14,,,,,,,,,,,,,,,,8,,43,0
239,note_on,,59,0,18,,,,,,,,,,,,,,,,13,,55,0
240,note_on,,1,0,16,,,,,,,,,,,,,,,,11,,67,58
240,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,70,48
240,note_on,,1,0,18,,,,,,,,,,,,,,,,13,,55,58
240,note_on,,1,0,15,,,,,,,,,,,,,,,,10,,70,58
240,note_on,,1,0,17,,,,,,,,,,,,,,,,12,,62,58
269,note_on,,149,0,11,,,,,,,,,,,,,,,,5,,67,0
270,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,58,48
299,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,58,0
300,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,62,48
300,note_on,,61,0,13,,,,,,,,,,,,,,,,7,,55,48
300,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,62,48
300,note_on,,61,0,12,,,,,,,,,,,,,,,,6,,58,48
300,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,67,48
300,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,70,48
300,note_on,,61,0,19,,,,,,,,,,,,,,,,15,,55,48
300,note_on,,61,0,14,,,,,,,,,,,,,,,,8,,43,48
329,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,62,0
330,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,67,48
359,note_on,,59,0,19,,,,,,,,,,,,,,,,15,,55,0
359,note_on,,59,0,13,,,,,,,,,,,,,,,,7,,55,0
359,note_on,,59,0,14,,,,,,,,,,,,,,,,8,,43,0
359,note_on,,59,0,12,,,,,,,,,,,,,,,,6,,58,0
359,note_on,,119,0,17,,,,,,,,,,,,,,,,12,,62,0
359,note_on,,119,0,15,,,,,,,,,,,,,,,,10,,70,0
359,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,67,0
359,note_on,,119,0,18,,,,,,,,,,,,,,,,13,,55,0
359,note_on,,119,0,16,,,,,,,,,,,,,,,,11,,67,0
360,note_on,,1,0,16,,,,,,,,,,,,,,,,11,,67,58
360,note_on,,1,0,13,,,,,,,,,,,,,,,,7,,58,48
360,note_on,,1,0,12,,,,,,,,,,,,,,,,6,,62,48
360,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,70,48
360,note_on,,1,0,14,,,,,,,,,,,,,,,,8,,46,48
360,note_on,,1,0,18,,,,,,,,,,,,,,,,13,,55,58
360,note_on,,1,0,19,,,,,,,,,,,,,,,,15,,58,48
360,note_on,,1,0,15,,,,,,,,,,,,,,,,10,,70,58
360,note_on,,1,0,17,,,,,,,,,,,,,,,,12,,62,58
389,note_on,,149,0,10,,,,,,,,,,,,,,,,4,,70,0
390,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,62,48
419,note_on,,59,0,19,,,,,,,,,,,,,,,,15,,58,0
419,note_on,,29,0,10,,,,,,,,,,,,,,,,4,,62,0
419,note_on,,59,0,12,,,,,,,,,,,,,,,,6,,62,0
419,note_on,,59,0,13,,,,,,,,,,,,,,,,7,,58,0
419,note_on,,59,0,14,,,,,,,,,,,,,,,,8,,46,0
420,note_on,,1,0,14,,,,,,,,,,,,,,,,8,,43,48
420,note_on,,1,0,12,,,,,,,,,,,,,,,,6,,58,48
420,note_on,,1,0,19,,,,,,,,,,,,,,,,15,,55,48
420,note_on,,1,0,13,,,,,,,,,,,,,,,,7,,55,48
420,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,67,48
449,note_on,,29,0,10,,,,,,,,,,,,,,,,4,,67,0
450,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,70,48
479,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,55,0
479,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,62,0
479,note_on,,59,0,14,,,,,,,,,,,,,,,,8,,43,0
479,note_on,,119,0,18,,,,,,,,,,,,,,,,13,,55,0
479,note_on,,29,0,10,,,,,,,,,,,,,,,,4,,70,0
479,note_on,,119,0,16,,,,,,,,,,,,,,,,11,,67,0
479,note_on,,119,0,17,,,,,,,,,,,,,,,,12,,62,0
479,note_on,,59,0,19,,,,,,,,,,,,,,,,15,,70,0
479,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,67,0
479,note_on,,59,0,13,,,,,,,,,,,,,,,,7,,55,0
479,note_on,,119,0,11,,,,,,,,,,,,,,,,5,,70,0
479,note_on,,59,0,12,,,,,,,,,,,,,,,,6,,58,0
479,note_on,,119,0,15,,,,,,,,,,,,,,,,10,,70,0
480,note_on,,1,0,15,,,,,,,,,,,,,,,,10,,74,58
480,note_on,,1,0,10,,,,,,,,,,,,,,,,4,,74,48
480,note_on,,1,0,18,,,,,,,,,,,,,,,,13,,54,58
480,note_on,,1,0,16,,,,,,,,,,,,,,,,11,,69,58
480,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,69,48
480,note_on,,1,0,17,,,,,,,,,,,,,,,,12,,62,58
509,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,69,0
510,note_on,,1,0,11,,,,,,,,,,,,,,,,5,,57,48
539,note_on,,29,0,11,,,,,,,,,,,,,,,,5,,57,0
540,note_on,,61,0,19,,,,,,,,,,,,,,,,15,,54,48
540,note_on,,0,0,19,,,,,,,,,,,,,,,,15,,74,48
