tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
0,time_signature,3,4,24,8,0,1,0,,,,,,,,
0,program_change,,,,,0,0,7,,,48,6,,,,
0,control_change,,,,,0,0,3,,,,2,91,80,,
0,control_change,,,,,0,0,3,,,,2,10,72,,
0,control_change,,,,,0,0,3,,,,2,7,90,,
0,program_change,,,,,0,0,3,,,70,2,,,,
0,sequencer_specific,,,,,0,1,3,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,9,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,9,,,43,8,,,,
0,control_change,,,,,0,0,9,,,,8,7,99,,
0,control_change,,,,,0,0,9,,,,8,10,94,,
0,control_change,,,,,0,0,9,,,,8,91,98,,
0,control_change,,,,,0,0,2,,,,1,91,80,,
0,control_change,,,,,0,0,2,,,,1,10,64,,
0,control_change,,,,,0,0,2,,,,1,7,90,,
0,program_change,,,,,0,0,2,,,68,1,,,,
0,sequencer_specific,,,,,0,1,2,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,1,,,,0,91,80,,
0,control_change,,,,,0,0,1,,,,0,10,56,,
0,control_change,,,,,0,0,1,,,,0,7,90,,
0,sequencer_specific,,,,,0,1,4,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,1,,,73,0,,,,
0,program_change,,,,,0,0,4,,,60,3,,,,
0,control_change,,,,,0,0,4,,,,3,91,80,,
0,control_change,,,,,0,0,7,,,,6,7,123,,
0,control_change,,,,,0,0,7,,,,6,10,98,,
0,control_change,,,,,0,0,7,,,,6,91,85,,
0,control_change,,,,,0,0,6,,,,5,91,85,,
0,control_change,,,,,0,0,6,,,,5,10,40,,
0,control_change,,,,,0,0,6,,,,5,7,123,,
0,program_change,,,,,0,0,6,,,48,5,,,,
0,sequencer_specific,,,,,0,1,6,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,5,,,,4,91,80,,
0,control_change,,,,,0,0,5,,,,4,10,28,,
0,control_change,,,,,0,0,5,,,,4,7,126,,
0,program_change,,,,,0,0,5,,,48,4,,,,
0,sequencer_specific,,,,,0,1,5,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,8,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,8,,,48,7,,,,
0,control_change,,,,,0,0,8,,,,7,7,123,,
0,control_change,,,,,0,0,8,,,,7,10,84,,
0,control_change,,,,,0,0,8,,,,7,91,87,,
0,control_change,,,,,0,0,4,,,,3,10,36,,
0,control_change,,,,,0,0,4,,,,3,7,119,,
0,sequencer_specific,,,,,0,1,1,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,7,,"(67, 0, 1, 0)",,,,,,
0,set_tempo,,,,,0,1,0,434783,,,,,,,
960,note_on,,,,,960,0,5,,,,4,,,62,105
960,note_on,,,,,960,0,1,,,,0,,,74,105
960,note_on,,,,,960,0,6,,,,5,,,62,105
1248,note_on,,,,,288,0,5,,,,4,,,62,0
1248,note_on,,,,,288,0,1,,,,0,,,74,0
1248,note_on,,,,,288,0,6,,,,5,,,62,0
1440,note_on,,,,,1440,0,4,,,,3,,,55,105
1440,note_on,,,,,192,0,1,,,,0,,,79,105
1440,note_on,,,,,1440,0,7,,,,6,,,58,105
1440,note_on,,,,,0,0,4,,,,3,,,67,105
1440,note_on,,,,,192,0,5,,,,4,,,67,105
1440,note_on,,,,,192,0,6,,,,5,,,67,105
1440,note_on,,,,,1440,0,2,,,,1,,,67,105
1440,note_on,,,,,1440,0,8,,,,7,,,55,105
1440,note_on,,,,,1440,0,9,,,,8,,,43,105
1440,note_on,,,,,1440,0,3,,,,2,,,55,105
1728,note_on,,,,,288,0,8,,,,7,,,55,0
1728,note_on,,,,,288,0,7,,,,6,,,58,0
1728,note_on,,,,,288,0,9,,,,8,,,43,0
1776,note_on,,,,,336,0,3,,,,2,,,55,0
1920,note_on,,,,,144,0,3,,,,2,,,58,105
1920,note_on,,,,,192,0,8,,,,7,,,58,105
1920,note_on,,,,,192,0,7,,,,6,,,55,105
1920,note_on,,,,,192,0,9,,,,8,,,46,105
2208,note_on,,,,,288,0,8,,,,7,,,58,0
2208,note_on,,,,,768,0,2,,,,1,,,67,0
2208,note_on,,,,,768,0,5,,,,4,,,67,0
2208,note_on,,,,,768,0,1,,,,0,,,79,0
2208,note_on,,,,,288,0,9,,,,8,,,46,0
2208,note_on,,,,,288,0,7,,,,6,,,55,0
2208,note_on,,,,,768,0,6,,,,5,,,67,0
2256,note_on,,,,,336,0,3,,,,2,,,58,0
2400,note_on,,,,,192,0,1,,,,0,,,82,105
2400,note_on,,,,,192,0,8,,,,7,,,55,105
2400,note_on,,,,,192,0,7,,,,6,,,50,105
2400,note_on,,,,,192,0,9,,,,8,,,43,105
2400,note_on,,,,,144,0,3,,,,2,,,55,105
2400,note_on,,,,,192,0,5,,,,4,,,70,105
2400,note_on,,,,,192,0,2,,,,1,,,70,105
2400,note_on,,,,,192,0,6,,,,5,,,70,105
2592,note_on,,,,,0,0,4,,,,3,,,55,0
2592,note_on,,,,,1152,0,4,,,,3,,,67,0
2688,note_on,,,,,288,0,9,,,,8,,,43,0
2688,note_on,,,,,288,0,8,,,,7,,,55,0
2688,note_on,,,,,288,0,7,,,,6,,,50,0
2736,note_on,,,,,336,0,3,,,,2,,,55,0
2784,note_on,,,,,384,0,2,,,,1,,,70,0
2880,note_on,,,,,0,0,4,,,,3,,,62,105
2880,note_on,,,,,288,0,4,,,,3,,,50,105
2880,note_on,,,,,192,0,9,,,,8,,,38,105
2880,note_on,,,,,144,0,3,,,,2,,,50,105
2880,note_on,,,,,96,0,2,,,,1,,,74,105
2880,note_on,,,,,192,0,8,,,,7,,,50,105
2880,note_on,,,,,192,0,7,,,,6,,,62,105
3264,note_on,,,,,864,0,1,,,,0,,,82,0
3264,note_on,,,,,864,0,5,,,,4,,,70,0
3264,note_on,,,,,864,0,6,,,,5,,,70,0
3360,note_on,,,,,96,0,6,,,,5,,,69,105
3360,note_on,,,,,96,0,1,,,,0,,,81,105
3360,note_on,,,,,96,0,5,,,,4,,,69,105
3528,note_on,,,,,168,0,5,,,,4,,,69,0
3528,note_on,,,,,168,0,6,,,,5,,,69,0
3528,note_on,,,,,168,0,1,,,,0,,,81,0
3600,note_on,,,,,72,0,5,,,,4,,,67,105
3600,note_on,,,,,72,0,6,,,,5,,,67,105
3600,note_on,,,,,72,0,1,,,,0,,,79,105
3648,note_on,,,,,768,0,3,,,,2,,,50,0
3648,note_on,,,,,768,0,9,,,,8,,,38,0
3648,note_on,,,,,768,0,7,,,,6,,,62,0
3648,note_on,,,,,768,0,8,,,,7,,,50,0
3648,note_on,,,,,768,0,2,,,,1,,,74,0
3648,note_on,,,,,768,0,4,,,,3,,,62,0
3648,note_on,,,,,0,0,4,,,,3,,,50,0
3768,note_on,,,,,168,0,6,,,,5,,,67,0
3768,note_on,,,,,168,0,5,,,,4,,,67,0
3768,note_on,,,,,168,0,1,,,,0,,,79,0
3840,note_on,,,,,192,0,4,,,,3,,,62,105
3840,note_on,,,,,72,0,6,,,,5,,,66,105
3840,note_on,,,,,192,0,2,,,,1,,,66,105
3840,note_on,,,,,192,0,8,,,,7,,,48,105
3840,note_on,,,,,192,0,3,,,,2,,,48,105
3840,note_on,,,,,192,0,7,,,,6,,,62,105
3840,note_on,,,,,72,0,5,,,,4,,,66,105
3840,note_on,,,,,72,0,1,,,,0,,,78,105
3840,note_on,,,,,0,0,4,,,,3,,,50,105
3840,note_on,,,,,192,0,9,,,,8,,,36,105
4008,note_on,,,,,168,0,1,,,,0,,,78,0
4008,note_on,,,,,168,0,5,,,,4,,,66,0
4008,note_on,,,,,168,0,6,,,,5,,,66,0
4080,note_on,,,,,72,0,6,,,,5,,,69,105
4080,note_on,,,,,72,0,5,,,,4,,,69,105
4080,note_on,,,,,72,0,1,,,,0,,,81,105
4224,note_on,,,,,384,0,3,,,,2,,,48,0
4224,note_on,,,,,384,0,7,,,,6,,,62,0
4224,note_on,,,,,384,0,8,,,,7,,,48,0
4224,note_on,,,,,384,0,9,,,,8,,,36,0
4224,note_on,,,,,0,0,4,,,,3,,,62,0
4224,note_on,,,,,384,0,2,,,,1,,,66,0
4224,note_on,,,,,384,0,4,,,,3,,,50,0
4248,note_on,,,,,168,0,1,,,,0,,,81,0
4248,note_on,,,,,168,0,6,,,,5,,,69,0
4248,note_on,,,,,168,0,5,,,,4,,,69,0
4320,note_on,,,,,72,0,6,,,,5,,,67,105
4320,note_on,,,,,96,0,7,,,,6,,,62,105
4320,note_on,,,,,0,0,4,,,,3,,,62,105
4320,note_on,,,,,72,0,1,,,,0,,,79,105
4320,note_on,,,,,96,0,4,,,,3,,,50,105
4320,note_on,,,,,96,0,9,,,,8,,,34,105
4320,note_on,,,,,96,0,3,,,,2,,,46,105
4320,note_on,,,,,96,0,2,,,,1,,,67,105
4320,note_on,,,,,96,0,8,,,,7,,,46,105
4320,note_on,,,,,72,0,5,,,,4,,,67,105
4608,note_on,,,,,288,0,6,,,,5,,,67,0
4608,note_on,,,,,288,0,1,,,,0,,,79,0
4608,note_on,,,,,288,0,5,,,,4,,,67,0
4704,note_on,,,,,384,0,2,,,,1,,,67,0
4704,note_on,,,,,384,0,9,,,,8,,,34,0
4704,note_on,,,,,384,0,3,,,,2,,,46,0
4704,note_on,,,,,384,0,8,,,,7,,,46,0
4704,note_on,,,,,384,0,7,,,,6,,,62,0
4704,note_on,,,,,384,0,4,,,,3,,,62,0
4704,note_on,,,,,0,0,4,,,,3,,,50,0
4800,note_on,,,,,192,0,6,,,,5,,,62,105
4800,note_on,,,,,192,0,1,,,,0,,,74,105
4800,note_on,,,,,192,0,5,,,,4,,,62,105
5088,note_on,,,,,288,0,5,,,,4,,,62,0
5088,note_on,,,,,288,0,6,,,,5,,,62,0
5088,note_on,,,,,288,0,1,,,,0,,,74,0
5280,note_on,,,,,192,0,6,,,,5,,,67,105
5280,note_on,,,,,192,0,5,,,,4,,,67,105
5280,note_on,,,,,192,0,1,,,,0,,,79,105
5568,note_on,,,,,288,0,1,,,,0,,,79,0
5568,note_on,,,,,288,0,5,,,,4,,,67,0
5568,note_on,,,,,288,0,6,,,,5,,,67,0
5760,note_on,,,,,192,0,5,,,,4,,,70,105
5760,note_on,,,,,1056,0,9,,,,8,,,43,105
5760,note_on,,,,,1056,0,3,,,,2,,,55,105
5760,note_on,,,,,1056,0,7,,,,6,,,62,105
5760,note_on,,,,,192,0,6,,,,5,,,70,105
5760,note_on,,,,,1056,0,8,,,,7,,,55,105
5760,note_on,,,,,192,0,1,,,,0,,,82,105
5760,note_on,,,,,1056,0,2,,,,1,,,67,105
5760,note_on,,,,,1056,0,4,,,,3,,,55,105
5760,note_on,,,,,0,0,4,,,,3,,,67,105
6048,note_on,,,,,288,0,7,,,,6,,,62,0
6048,note_on,,,,,288,0,9,,,,8,,,43,0
6048,note_on,,,,,288,0,8,,,,7,,,55,0
6096,note_on,,,,,336,0,3,,,,2,,,55,0
6240,note_on,,,,,144,0,3,,,,2,,,58,105
6240,note_on,,,,,192,0,7,,,,6,,,55,105
6240,note_on,,,,,192,0,8,,,,7,,,58,105
6240,note_on,,,,,192,0,9,,,,8,,,46,105
6528,note_on,,,,,288,0,8,,,,7,,,58,0
6528,note_on,,,,,288,0,9,,,,8,,,46,0
6528,note_on,,,,,768,0,5,,,,4,,,70,0
6528,note_on,,,,,768,0,1,,,,0,,,82,0
6528,note_on,,,,,288,0,7,,,,6,,,55,0
6528,note_on,,,,,768,0,2,,,,1,,,67,0
6528,note_on,,,,,768,0,6,,,,5,,,70,0
6576,note_on,,,,,336,0,3,,,,2,,,58,0
6720,note_on,,,,,144,0,3,,,,2,,,55,105
6720,note_on,,,,,192,0,2,,,,1,,,70,105
6720,note_on,,,,,192,0,5,,,,4,,,74,105
6720,note_on,,,,,192,0,6,,,,5,,,74,105
6720,note_on,,,,,192,0,7,,,,6,,,58,105
6720,note_on,,,,,192,0,9,,,,8,,,43,105
6720,note_on,,,,,192,0,1,,,,0,,,86,105
6720,note_on,,,,,192,0,8,,,,7,,,55,105
6912,note_on,,,,,0,0,4,,,,3,,,55,0
6912,note_on,,,,,1152,0,4,,,,3,,,67,0
7008,note_on,,,,,288,0,9,,,,8,,,43,0
7008,note_on,,,,,288,0,8,,,,7,,,55,0
7008,note_on,,,,,288,0,7,,,,6,,,58,0
7056,note_on,,,,,336,0,3,,,,2,,,55,0
