tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,48,0,,,,
0,control_change,0,0,2,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,0,10,96,,
0,control_change,0,0,2,,,,,,,,0,91,85,,
0,program_change,0,0,3,,,,,,,48,0,,,,
0,control_change,0,0,3,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,0,10,30,,
0,control_change,0,0,3,,,,,,,,0,91,85,,
0,program_change,0,0,4,,,,,,,48,0,,,,
0,control_change,0,0,4,,,,,,,,0,7,127,,
0,control_change,0,0,4,,,,,,,,0,10,97,,
0,control_change,0,0,4,,,,,,,,0,91,85,,
0,program_change,0,0,5,,,,,,,48,0,,,,
0,control_change,0,0,5,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,0,91,80,,
0,control_change,0,0,5,,,,,,,,0,10,64,,
0,program_change,0,0,6,,,,,,,40,1,,,,
0,control_change,0,0,6,,,,,,,,1,10,30,,
0,control_change,0,0,6,,,,,,,,1,91,80,,
0,program_change,0,0,7,,,,,,,40,1,,,,
0,control_change,0,0,7,,,,,,,,1,10,99,,
0,control_change,0,0,7,,,,,,,,1,91,85,,
0,program_change,0,0,8,,,,,,,41,2,,,,
0,control_change,0,0,8,,,,,,,,2,10,29,,
0,control_change,0,0,8,,,,,,,,2,91,85,,
0,program_change,0,0,9,,,,,,,42,3,,,,
0,control_change,0,0,9,,,,,,,,3,10,98,,
0,control_change,0,0,9,,,,,,,,3,91,85,,
0,program_change,0,0,10,,,,,,,43,4,,,,
0,control_change,0,0,10,,,,,,,,4,91,95,,
0,control_change,0,0,5,,,,,,,,0,91,95,,
0,control_change,0,0,1,,,,,,,,0,10,31,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,48,0,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,set_tempo,0,1,0,,,,,,491803,,,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
960,note_on,960,0,1,,,,,,,,0,,,74,105
