tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,11,,,,,,,,6,7,96,,
0,program_change,0,0,11,,,,,,,48,6,,,,
0,track_name,0,1,11,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,5,11,127,,
0,control_change,0,0,10,,,,,,,,5,10,24,,
0,control_change,0,0,10,,,,,,,,5,7,96,,
0,program_change,0,0,10,,,,,,,48,5,,,,
0,track_name,0,1,10,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,4,11,127,,
0,control_change,0,0,9,,,,,,,,4,10,48,,
0,control_change,0,0,9,,,,,,,,4,7,96,,
0,program_change,0,0,9,,,,,,,48,4,,,,
0,track_name,0,1,9,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,,1,11,127,,
0,control_change,0,0,8,,,,,,,,1,10,65,,
0,control_change,0,0,8,,,,,,,,1,7,96,,
0,program_change,0,0,8,,,,,,,70,1,,,,
0,track_name,0,1,8,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,,1,11,127,,
0,control_change,0,0,7,,,,,,,,1,10,65,,
0,control_change,0,0,7,,,,,,,,1,7,96,,
0,program_change,0,0,7,,,,,,,70,1,,,,
0,track_name,0,1,7,,,,,,,,,,,,
0,note_on,0,0,6,,,,,,,,0,,,65,48
0,control_change,0,0,6,,,,,,,,0,11,127,,
0,control_change,0,0,6,,,,,,,,0,10,70,,
0,control_change,0,0,6,,,,,,,,0,7,96,,
0,control_change,0,0,11,,,,,,,,6,10,80,,
0,control_change,0,0,11,,,,,,,,6,11,127,,
0,track_name,0,1,12,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,48,7,,,,
0,control_change,0,0,17,,,,,,,,13,11,127,,
0,control_change,0,0,17,,,,,,,,13,10,80,,
0,control_change,0,0,17,,,,,,,,13,7,109,,
0,program_change,0,0,17,,,,,,,52,13,,,,
0,track_name,0,1,17,,,,,,,,,,,,
