tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,48,88
0,program_change,0,0,2,,,,,,,0,1,,
0,note_on,0,0,1,,,,,,,,0,60,88
0,program_change,0,0,1,,,,,,,0,0,,
0,end_of_track,0,1,3,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,copyright,0,1,0,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,476190,,,,
43,note_on,43,0,1,,,,,,,,0,60,0
48,note_on,5,0,1,,,,,,,,0,62,88
69,note_on,21,0,1,,,,,,,,0,62,0
72,note_on,3,0,1,,,,,,,,0,64,88
86,note_on,86,0,2,,,,,,,,1,48,0
93,note_on,21,0,1,,,,,,,,0,64,0
96,note_on,3,0,1,,,,,,,,0,65,88
117,note_on,21,0,1,,,,,,,,0,65,0
120,note_on,3,0,1,,,,,,,,0,67,88
141,note_on,21,0,1,,,,,,,,0,67,0
144,note_on,3,0,1,,,,,,,,0,69,88
165,note_on,21,0,1,,,,,,,,0,69,0
168,note_on,3,0,1,,,,,,,,0,71,88
189,note_on,21,0,1,,,,,,,,0,71,0
192,note_on,3,0,1,,,,,,,,0,72,88
213,note_on,21,0,1,,,,,,,,0,72,0
216,note_on,3,0,1,,,,,,,,0,71,88
237,note_on,21,0,1,,,,,,,,0,71,0
240,note_on,3,0,1,,,,,,,,0,69,88
261,note_on,21,0,1,,,,,,,,0,69,0
264,note_on,3,0,1,,,,,,,,0,67,88
285,note_on,21,0,1,,,,,,,,0,67,0
288,note_on,3,0,1,,,,,,,,0,65,88
288,note_on,202,0,2,,,,,,,,1,48,88
309,note_on,21,0,1,,,,,,,,0,65,0
312,note_on,3,0,1,,,,,,,,0,64,88
333,note_on,21,0,1,,,,,,,,0,64,0
336,note_on,3,0,1,,,,,,,,0,62,88
357,note_on,21,0,1,,,,,,,,0,62,0
360,note_on,3,0,1,,,,,,,,0,60,88
374,note_on,86,0,2,,,,,,,,1,48,0
381,note_on,21,0,1,,,,,,,,0,60,0
384,note_on,3,0,1,,,,,,,,0,62,88
384,note_on,10,0,2,,,,,,,,1,43,88
427,note_on,43,0,1,,,,,,,,0,62,0
432,note_on,5,0,1,,,,,,,,0,64,88
453,note_on,21,0,1,,,,,,,,0,64,0
456,note_on,3,0,1,,,,,,,,0,65,88
470,note_on,86,0,2,,,,,,,,1,43,0
477,note_on,21,0,1,,,,,,,,0,65,0
480,note_on,3,0,1,,,,,,,,0,67,88
501,note_on,21,0,1,,,,,,,,0,67,0
504,note_on,3,0,1,,,,,,,,0,69,88
525,note_on,21,0,1,,,,,,,,0,69,0
528,note_on,3,0,1,,,,,,,,0,71,88
549,note_on,21,0,1,,,,,,,,0,71,0
552,note_on,3,0,1,,,,,,,,0,72,88
573,note_on,21,0,1,,,,,,,,0,72,0
576,note_on,3,0,1,,,,,,,,0,74,88
624,note_on,154,0,2,,,,,,,,1,55,88
662,note_on,86,0,1,,,,,,,,0,74,0
667,note_on,43,0,2,,,,,,,,1,55,0
672,note_on,5,0,2,,,,,,,,1,50,88
