tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,4,,,3,93,47,,
0,control_change,,,,,0,0,4,,,3,91,125,,
0,control_change,,,,,0,0,4,,,3,10,87,,
0,control_change,,,,,0,0,4,,,3,0,0,,
0,control_change,,,,,0,0,4,,,3,7,116,,
0,program_change,,,,,0,0,4,,70,3,,,,
0,text,,,,,0,1,4,,,,,,,
0,control_change,,,,,0,0,3,,,2,93,45,,
0,control_change,,,,,0,0,3,,,2,91,127,,
0,note_on,,,,,0,0,4,,,3,,,48,80
0,control_change,,,,,0,0,3,,,2,10,84,,
0,control_change,,,,,0,0,3,,,2,7,121,,
0,program_change,,,,,0,0,3,,71,2,,,,
0,text,,,,,0,1,3,,,,,,,
0,note_on,,,,,0,0,2,,,1,,,64,80
0,control_change,,,,,0,0,2,,,1,93,45,,
0,control_change,,,,,0,0,2,,,1,91,127,,
0,control_change,,,,,0,0,2,,,1,10,47,,
0,control_change,,,,,0,0,2,,,1,0,0,,
0,control_change,,,,,0,0,2,,,1,7,107,,
0,control_change,,,,,0,0,3,,,2,0,0,,
0,text,,,,,0,1,5,,,,,,,
0,program_change,,,,,0,0,5,,19,4,,,,
0,control_change,,,,,0,0,5,,,4,7,104,,
0,end_of_track,,,,,0,1,10,,,,,,,
0,text,,,,,0,1,10,,,,,,,
0,end_of_track,,,,,0,1,9,,,,,,,
0,text,,,,,0,1,9,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,
0,text,,,,,0,1,8,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,
0,text,,,,,0,1,7,,,,,,,
0,note_on,,,,,0,0,6,,,5,,,48,80
0,control_change,,,,,0,0,6,,,5,91,127,,
0,control_change,,,,,0,0,6,,,5,10,0,,
0,control_change,,,,,0,0,6,,,5,0,0,,
0,control_change,,,,,0,0,6,,,5,7,104,,
0,program_change,,,,,0,0,6,,19,5,,,,
0,text,,,,,0,1,6,,,,,,,
0,text,,,,,0,1,11,,,,,,,
0,note_on,,,,,0,0,5,,,4,,,72,80
0,note_on,,,,,0,0,5,,,4,,,64,80
0,control_change,,,,,0,0,5,,,4,91,127,,
0,control_change,,,,,0,0,5,,,4,10,127,,
0,control_change,,,,,0,0,5,,,4,0,0,,
0,program_change,,,,,0,0,2,,68,1,,,,
0,text,,,,,0,1,2,,,,,,,
0,end_of_track,,,,,0,1,11,,,,,,,
0,set_tempo,,,,,0,1,0,659341,,,,,,
0,note_on,,,,,0,0,1,,,0,,,72,80
0,control_change,,,,,0,0,1,,,0,93,42,,
0,end_of_track,,,,,0,1,0,,,,,,,
0,text,,,,,0,1,1,,,,,,,
0,program_change,,,,,0,0,1,,73,0,,,,
0,control_change,,,,,0,0,1,,,0,7,127,,
0,control_change,,,,,0,0,1,,,0,0,0,,
0,control_change,,,,,0,0,1,,,0,10,51,,
0,control_change,,,,,0,0,1,,,0,91,125,,
60,note_off,,,,,60,0,5,,,4,,,64,64
60,note_off,,,,,60,0,6,,,5,,,48,64
95,note_off,,,,,35,0,5,,,4,,,72,64
120,note_on,,,,,25,0,5,,,4,,,76,80
120,note_on,,,,,60,0,6,,,5,,,48,80
120,note_on,,,,,0,0,5,,,4,,,84,80
167,note_off,,,,,47,0,5,,,4,,,84,64
180,note_off,,,,,60,0,6,,,5,,,48,64
180,note_off,,,,,13,0,5,,,4,,,76,64
180,note_on,,,,,0,0,5,,,4,,,83,80
190,note_off,,,,,190,0,4,,,3,,,48,64
190,note_off,,,,,190,0,1,,,0,,,72,64
190,note_off,,,,,190,0,2,,,1,,,64,64
227,note_off,,,,,47,0,5,,,4,,,83,64
240,note_on,,,,,50,0,4,,,3,,,50,80
240,note_on,,,,,13,0,5,,,4,,,77,80
240,note_on,,,,,50,0,1,,,0,,,72,80
240,note_on,,,,,50,0,2,,,1,,,65,80
240,note_on,,,,,60,0,6,,,5,,,50,80
240,note_on,,,,,0,0,5,,,4,,,84,80
300,note_off,,,,,60,0,5,,,4,,,77,64
300,note_off,,,,,60,0,6,,,5,,,50,64
335,note_off,,,,,35,0,5,,,4,,,84,64
360,note_on,,,,,25,0,5,,,4,,,65,80
360,note_on,,,,,0,0,5,,,4,,,72,80
360,note_on,,,,,60,0,6,,,5,,,50,80
407,note_off,,,,,47,0,5,,,4,,,72,64
420,note_on,,,,,0,0,5,,,4,,,71,80
420,note_off,,,,,13,0,5,,,4,,,65,64
420,note_off,,,,,60,0,6,,,5,,,50,64
430,note_off,,,,,190,0,4,,,3,,,50,64
430,note_off,,,,,190,0,1,,,0,,,72,64
430,note_off,,,,,190,0,2,,,1,,,65,64
467,note_off,,,,,47,0,5,,,4,,,71,64
480,note_on,,,,,60,0,6,,,5,,,52,80
480,note_on,,,,,0,0,5,,,4,,,72,80
480,note_on,,,,,50,0,2,,,1,,,67,80
480,note_on,,,,,13,0,5,,,4,,,67,80
480,note_on,,,,,50,0,1,,,0,,,72,80
480,note_on,,,,,50,0,4,,,3,,,52,80
527,note_off,,,,,47,0,4,,,3,,,52,64
527,note_off,,,,,47,0,5,,,4,,,72,64
527,note_off,,,,,47,0,6,,,5,,,52,64
527,note_off,,,,,47,0,1,,,0,,,72,64
527,note_off,,,,,47,0,2,,,1,,,67,64
540,note_on,,,,,13,0,1,,,0,,,71,80
540,note_on,,,,,13,0,6,,,5,,,50,80
540,note_on,,,,,13,0,4,,,3,,,50,80
540,note_on,,,,,13,0,2,,,1,,,65,80
540,note_on,,,,,13,0,5,,,4,,,74,80
587,note_off,,,,,47,0,4,,,3,,,50,64
587,note_off,,,,,47,0,5,,,4,,,74,64
587,note_off,,,,,47,0,6,,,5,,,50,64
587,note_off,,,,,47,0,1,,,0,,,71,64
587,note_off,,,,,47,0,2,,,1,,,65,64
600,note_on,,,,,13,0,6,,,5,,,48,80
600,note_on,,,,,13,0,1,,,0,,,72,80
600,note_on,,,,,13,0,5,,,4,,,76,80
600,note_on,,,,,13,0,4,,,3,,,48,80
600,note_on,,,,,13,0,2,,,1,,,64,80
647,note_off,,,,,47,0,5,,,4,,,76,64
647,note_off,,,,,47,0,4,,,3,,,48,64
647,note_off,,,,,47,0,6,,,5,,,48,64
647,note_off,,,,,47,0,2,,,1,,,64,64
660,note_on,,,,,13,0,6,,,5,,,50,80
660,note_on,,,,,13,0,2,,,1,,,65,80
660,note_on,,,,,13,0,5,,,4,,,77,80
660,note_on,,,,,13,0,4,,,3,,,50,80
670,note_off,,,,,10,0,5,,,4,,,67,64
695,note_off,,,,,95,0,1,,,0,,,72,64
707,note_off,,,,,47,0,2,,,1,,,65,64
707,note_off,,,,,37,0,5,,,4,,,77,64
707,note_off,,,,,47,0,6,,,5,,,50,64
707,note_off,,,,,47,0,4,,,3,,,50,64
720,note_on,,,,,13,0,2,,,1,,,67,80
720,note_on,,,,,0,0,5,,,4,,,79,80
720,note_on,,,,,13,0,5,,,4,,,67,80
720,note_on,,,,,13,0,4,,,3,,,52,80
720,note_on,,,,,13,0,6,,,5,,,52,80
720,note_on,,,,,25,0,1,,,0,,,67,80
720,note_on,,,,,720,0,3,,,2,,,60,80
767,note_off,,,,,47,0,5,,,4,,,79,64
780,note_on,,,,,0,0,5,,,4,,,77,80
780,note_off,,,,,60,0,6,,,5,,,52,64
780,note_off,,,,,13,0,5,,,4,,,67,64
815,note_off,,,,,95,0,1,,,0,,,67,64
815,note_off,,,,,95,0,3,,,2,,,60,64
815,note_off,,,,,95,0,2,,,1,,,67,64
