tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,note_on,0,0,1,,,,,,,,,0,,67,100
0,note_on,0,0,1,,,,,,,,,0,,64,100
0,end_of_track,0,1,16,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,note_on,0,0,2,,,,,,,,,1,,48,100
0,end_of_track,0,1,3,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,set_tempo,0,1,0,,,,,,923077,,,,,,
29,note_on,29,0,2,,,,,,,,,1,,48,0
30,note_on,1,0,2,,,,,,,,,1,,50,100
59,note_on,29,0,2,,,,,,,,,1,,50,0
59,note_on,59,0,1,,,,,,,,,0,,64,0
59,note_on,0,0,1,,,,,,,,,0,,67,0
60,note_on,1,0,2,,,,,,,,,1,,52,100
60,note_on,1,0,1,,,,,,,,,0,,72,100
89,note_on,29,0,2,,,,,,,,,1,,52,0
90,note_on,1,0,2,,,,,,,,,1,,53,100
119,note_on,29,0,2,,,,,,,,,1,,53,0
119,note_on,59,0,1,,,,,,,,,0,,72,0
120,note_on,1,0,2,,,,,,,,,1,,55,100
120,note_on,1,0,1,,,,,,,,,0,,74,100
