tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,52,4,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,program_change,0,0,4,,,,,,,,85,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,70,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,note_on,0,0,1,,,,,,,,,0,,,53,80
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,40,1,,,,
0,control_change,0,0,5,,,,,,,,,4,7,100,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,52,5,,,,
0,program_change,0,0,10,,,,,,,,16,10,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,note_on,0,0,9,,,,,,,,,8,,,41,80
0,control_change,0,0,9,,,,,,,,,8,7,90,,
0,program_change,0,0,9,,,,,,,,43,8,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,7,90,,
0,control_change,0,0,8,,,,,,,,,7,7,100,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,control_change,0,0,7,,,,,,,,,6,7,100,,
0,program_change,0,0,7,,,,,,,,52,6,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,control_change,0,0,6,,,,,,,,,5,7,100,,
0,program_change,0,0,8,,,,,,,,52,7,,,,
0,control_change,0,0,10,,,,,,,,,10,7,100,,
0,note_on,0,0,2,,,,,,,,,1,,,65,80
0,track_name,0,1,3,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
