tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,4,,,,,,,,3,,,,,
0,control_change,0,0,4,,,,,,,,3,7,127,,,
0,control_change,0,0,4,,,,,,,,3,10,102,,,
0,control_change,0,0,4,,,,,,,,3,91,51,,,
0,program_change,0,0,4,,,,,,,,3,,,50,,
0,note_on,0,0,4,,,,,,,,3,,,,55,75
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,control_change,0,0,5,,,,,,,,4,7,127,,,
0,control_change,0,0,5,,,,,,,,4,10,127,,,
0,control_change,0,0,5,,,,,,,,4,91,49,,,
0,program_change,0,0,5,,,,,,,,4,,,50,,
0,note_on,0,0,5,,,,,,,,4,,,,43,75
0,note_on,0,0,9,,,,,,,,8,,,,55,75
0,program_change,0,0,9,,,,,,,,8,,,48,,
0,control_change,0,0,9,,,,,,,,8,91,122,,,
0,control_change,0,0,9,,,,,,,,8,10,101,,,
0,control_change,0,0,9,,,,,,,,8,7,127,,,
0,channel_prefix,0,1,9,,,,,,,,8,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,channel_prefix,0,1,6,,,,,,,,5,,,,,
0,control_change,0,0,6,,,,,,,,5,7,127,,,
0,control_change,0,0,6,,,,,,,,5,10,1,,,
0,control_change,0,0,6,,,,,,,,5,91,127,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,note_on,0,0,3,,,,,,,,2,,,,55,75
0,program_change,0,0,3,,,,,,,,2,,,50,,
0,control_change,0,0,3,,,,,,,,2,91,46,,,
0,channel_prefix,0,1,2,,,,,,,,1,,,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,,
0,control_change,0,0,2,,,,,,,,1,10,40,,,
0,control_change,0,0,2,,,,,,,,1,91,51,,,
0,program_change,0,0,2,,,,,,,,1,,,50,,
0,note_on,0,0,2,,,,,,,,1,,,,71,75
0,note_on,0,0,1,,,,,,,,0,,,,74,75
0,program_change,0,0,1,,,,,,,,0,,,50,,
0,control_change,0,0,1,,,,,,,,0,91,47,,,
0,control_change,0,0,1,,,,,,,,0,10,15,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,,
0,channel_prefix,0,1,1,,,,,,,,0,,,,,
0,program_change,0,0,6,,,,,,,,5,,,48,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,note_on,0,0,10,,,,,,,,10,,,,43,75
0,program_change,0,0,10,,,,,,,,10,,,48,,
0,control_change,0,0,10,,,,,,,,10,91,127,,,
0,control_change,0,0,10,,,,,,,,10,10,120,,,
0,control_change,0,0,10,,,,,,,,10,7,127,,,
0,channel_prefix,0,1,10,,,,,,,,10,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,channel_prefix,0,1,3,,,,,,,,2,,,,,
0,control_change,0,0,3,,,,,,,,2,7,127,,,
0,control_change,0,0,3,,,,,,,,2,10,69,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,note_on,0,0,6,,,,,,,,5,,,,74,75
0,channel_prefix,0,1,5,,,,,,,,4,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,control_change,0,0,7,,,,,,,,6,7,127,,,
0,control_change,0,0,7,,,,,,,,6,10,31,,,
0,control_change,0,0,7,,,,,,,,6,91,127,,,
0,program_change,0,0,7,,,,,,,,6,,,48,,
0,note_on,0,0,7,,,,,,,,6,,,,71,75
0,channel_prefix,0,1,8,,,,,,,,7,,,,,
0,control_change,0,0,8,,,,,,,,7,7,127,,,
0,control_change,0,0,8,,,,,,,,7,10,73,,,
0,control_change,0,0,8,,,,,,,,7,91,127,,,
0,program_change,0,0,8,,,,,,,,7,,,48,,
0,note_on,0,0,8,,,,,,,,7,,,,55,75
0,key_signature,0,1,0,,,,,,G,,,,,,,
0,time_signature,0,1,0,,3,4,24,8,,,,,,,,
0,set_tempo,0,1,0,1200000,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,7,,,,,,,,6,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
355,note_off,355,0,6,,,,,,,,5,,,,74,64
355,note_off,355,0,1,,,,,,,,0,,,,74,64
355,note_off,355,0,2,,,,,,,,1,,,,71,64
355,note_off,355,0,7,,,,,,,,6,,,,71,64
360,note_on,5,0,1,,,,,,,,0,,,,71,75
360,note_on,5,0,6,,,,,,,,5,,,,71,75
360,note_on,5,0,2,,,,,,,,1,,,,67,75
360,note_on,5,0,7,,,,,,,,6,,,,67,75
420,note_on,0,0,6,,,,,,,,5,,,,72,75
420,note_off,60,0,1,,,,,,,,0,,,,71,64
420,note_on,0,0,7,,,,,,,,6,,,,69,75
420,note_off,60,0,7,,,,,,,,6,,,,67,64
420,note_on,0,0,1,,,,,,,,0,,,,72,75
420,note_off,60,0,6,,,,,,,,5,,,,71,64
420,note_on,0,0,2,,,,,,,,1,,,,69,75
420,note_off,60,0,2,,,,,,,,1,,,,67,64
480,note_on,0,0,2,,,,,,,,1,,,,71,75
480,note_off,60,0,1,,,,,,,,0,,,,72,64
480,note_off,60,0,2,,,,,,,,1,,,,69,64
480,note_off,60,0,6,,,,,,,,5,,,,72,64
480,note_on,0,0,7,,,,,,,,6,,,,71,75
480,note_off,60,0,7,,,,,,,,6,,,,69,64
480,set_tempo,480,1,0,1250000,,,,,,,,,,,,
480,note_on,0,0,1,,,,,,,,0,,,,74,75
480,note_on,0,0,6,,,,,,,,5,,,,74,75
560,note_off,80,0,1,,,,,,,,0,,,,74,64
560,note_off,80,0,6,,,,,,,,5,,,,74,64
560,note_off,80,0,7,,,,,,,,6,,,,71,64
560,note_off,80,0,2,,,,,,,,1,,,,71,64
595,note_off,595,0,10,,,,,,,,10,,,,43,64
595,note_off,595,0,8,,,,,,,,7,,,,55,64
595,note_off,595,0,5,,,,,,,,4,,,,43,64
595,note_off,595,0,9,,,,,,,,8,,,,55,64
595,note_off,595,0,4,,,,,,,,3,,,,55,64
595,note_off,595,0,3,,,,,,,,2,,,,55,64
720,note_on,160,0,1,,,,,,,,0,,,,74,75
720,note_on,160,0,2,,,,,,,,1,,,,71,75
720,note_on,160,0,7,,,,,,,,6,,,,71,75
720,note_on,160,0,6,,,,,,,,5,,,,74,75
800,note_off,80,0,2,,,,,,,,1,,,,71,64
800,note_off,80,0,6,,,,,,,,5,,,,74,64
800,note_off,80,0,1,,,,,,,,0,,,,74,64
800,note_off,80,0,7,,,,,,,,6,,,,71,64
960,note_on,160,0,6,,,,,,,,5,,,,74,75
960,note_on,160,0,7,,,,,,,,6,,,,71,75
960,set_tempo,480,1,0,1304347,,,,,,,,,,,,
960,note_on,160,0,1,,,,,,,,0,,,,74,75
960,note_on,160,0,2,,,,,,,,1,,,,71,75
1200,note_off,240,0,6,,,,,,,,5,,,,74,64
1200,note_on,0,0,6,,,,,,,,5,,,,79,75
1200,note_off,240,0,7,,,,,,,,6,,,,71,64
1200,note_on,0,0,1,,,,,,,,0,,,,79,75
1200,note_on,0,0,2,,,,,,,,1,,,,74,75
1200,note_off,240,0,2,,,,,,,,1,,,,71,64
1200,note_on,0,0,7,,,,,,,,6,,,,74,75
1200,note_off,240,0,1,,,,,,,,0,,,,74,64
1375,note_off,175,0,1,,,,,,,,0,,,,79,64
1375,note_off,175,0,2,,,,,,,,1,,,,74,64
1375,note_off,175,0,6,,,,,,,,5,,,,79,64
1435,note_off,235,0,7,,,,,,,,6,,,,74,64
1440,note_on,65,0,1,,,,,,,,0,,,,74,75
1440,note_on,65,0,2,,,,,,,,1,,,,71,75
1440,note_on,845,0,9,,,,,,,,8,,,,43,75
1440,note_on,845,0,5,,,,,,,,4,,,,31,75
1440,note_on,65,0,6,,,,,,,,5,,,,74,75
1440,note_on,845,0,8,,,,,,,,7,,,,55,75
1440,note_on,845,0,4,,,,,,,,3,,,,43,75
1440,note_on,845,0,10,,,,,,,,10,,,,31,75
1440,note_on,845,0,3,,,,,,,,2,,,,55,75
1440,note_on,5,0,7,,,,,,,,6,,,,71,75
1440,set_tempo,480,1,0,1200000,,,,,,,,,,,,
1795,note_off,355,0,7,,,,,,,,6,,,,71,64
1795,note_off,355,0,6,,,,,,,,5,,,,74,64
1795,note_off,355,0,2,,,,,,,,1,,,,71,64
1795,note_off,355,0,1,,,,,,,,0,,,,74,64
1800,note_on,5,0,2,,,,,,,,1,,,,67,75
1800,note_on,5,0,6,,,,,,,,5,,,,71,75
1800,note_on,5,0,7,,,,,,,,6,,,,67,75
1800,note_on,5,0,1,,,,,,,,0,,,,71,75
1860,note_off,60,0,2,,,,,,,,1,,,,67,64
1860,note_on,0,0,6,,,,,,,,5,,,,72,75
1860,note_off,60,0,6,,,,,,,,5,,,,71,64
1860,note_on,0,0,2,,,,,,,,1,,,,69,75
1860,note_off,60,0,1,,,,,,,,0,,,,71,64
1860,note_off,60,0,7,,,,,,,,6,,,,67,64
1860,note_on,0,0,7,,,,,,,,6,,,,69,75
1860,note_on,0,0,1,,,,,,,,0,,,,72,75
1920,note_off,60,0,7,,,,,,,,6,,,,69,64
1920,note_on,0,0,2,,,,,,,,1,,,,71,75
1920,note_off,60,0,2,,,,,,,,1,,,,69,64
1920,note_on,0,0,1,,,,,,,,0,,,,74,75
1920,note_off,60,0,1,,,,,,,,0,,,,72,64
1920,note_off,60,0,6,,,,,,,,5,,,,72,64
1920,note_on,0,0,6,,,,,,,,5,,,,74,75
1920,note_on,0,0,7,,,,,,,,6,,,,71,75
2035,note_off,595,0,3,,,,,,,,2,,,,55,64
2035,note_off,595,0,10,,,,,,,,10,,,,31,64
2035,note_off,595,0,5,,,,,,,,4,,,,31,64
