tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 6, 42, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,121,0,11,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,7,,,,,,,,,,,,,,,,2,,64,80
0,note_on,,0,0,7,,,,,,,,,,,,,,,,2,,67,80
0,program_change,,0,0,7,,,,,,,,,,,,,,,,2,56,,
0,control_change,,0,0,7,,,,,,,,,,,,,,11,127,2,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,10,60,2,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,7,112,2,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,121,0,2,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,6,,,,,,,,,,,,,,,,1,,64,80
0,note_on,,0,0,6,,,,,,,,,,,,,,,,1,,67,80
0,program_change,,0,0,6,,,,,,,,,,,,,,,,1,60,,
0,control_change,,0,0,6,,,,,,,,,,,,,,11,127,1,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,10,45,1,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,121,0,0,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,7,96,0,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,7,96,11,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,10,75,0,,,
0,program_change,,0,0,5,,,,,,,,,,,,,,,,0,68,,
0,note_on,,0,0,5,,,,,,,,,,,,,,,,0,,79,80
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,121,0,1,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,7,104,1,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,11,127,0,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,10,48,11,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,11,127,11,,,
0,program_change,,0,0,8,,,,,,,,,,,,,,,,11,48,,
0,midi_port,,0,1,11,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,121,0,14,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,7,96,14,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,10,90,14,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,11,127,14,,,
0,program_change,,0,0,11,,,,,,,,,,,,,,,,14,48,,
0,track_name,,0,1,11,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,121,0,15,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,7,88,15,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,10,100,15,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,11,127,15,,,
