tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 4, 35, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,10,90,2,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,11,127,2,,,
0,note_on,,0,0,7,,,,,,,,,,,,,,,,2,,58,72
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,8,,,,,,,,,,,,,,,,3,48,,
0,control_change,,0,0,8,,,,,,,,,,,,,,7,96,3,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,10,48,3,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,11,127,3,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,11,127,4,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,7,96,2,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,10,24,4,,,
0,program_change,,0,0,9,,,,,,,,,,,,,,,,4,48,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,16,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,16,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,7,96,13,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,10,80,13,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,11,127,13,,,
0,track_name,,0,1,13,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,7,96,4,,,
0,midi_port,,0,1,13,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,7,,,,,,,,,,,,,,,,2,57,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,12,,,,,,,,,,,,,,,,7,48,,
0,control_change,,0,0,12,,,,,,,,,,,,,,7,96,7,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,10,112,7,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,11,127,7,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
