tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,1,10,46,,
0,program_change,0,0,3,,,,,,,70,2,,,,
0,control_change,0,0,3,,,,,,,,2,7,95,,
0,control_change,0,0,3,,,,,,,,2,10,74,,
0,program_change,0,0,4,,,,,,,60,3,,,,
0,control_change,0,0,4,,,,,,,,3,7,111,,
0,control_change,0,0,4,,,,,,,,3,10,80,,
0,program_change,0,0,5,,,,,,,56,4,,,,
0,control_change,0,0,5,,,,,,,,4,7,111,,
0,program_change,0,0,6,,,,,,,47,5,,,,
0,control_change,0,0,6,,,,,,,,5,7,111,,
0,program_change,0,0,7,,,,,,,0,6,,,,
0,control_change,0,0,7,,,,,,,,6,7,127,,
0,program_change,0,0,8,,,,,,,0,6,,,,
0,control_change,0,0,2,,,,,,,,1,7,95,,
0,control_change,0,0,8,,,,,,,,6,7,127,,
0,control_change,0,0,9,,,,,,,,7,7,95,,
0,control_change,0,0,9,,,,,,,,7,10,39,,
0,program_change,0,0,10,,,,,,,48,8,,,,
0,control_change,0,0,10,,,,,,,,8,7,95,,
0,control_change,0,0,10,,,,,,,,8,10,50,,
0,program_change,0,0,11,,,,,,,48,10,,,,
0,control_change,0,0,11,,,,,,,,10,7,95,,
0,control_change,0,0,11,,,,,,,,10,10,78,,
0,program_change,0,0,12,,,,,,,48,11,,,,
0,control_change,0,0,12,,,,,,,,11,7,95,,
0,control_change,0,0,12,,,,,,,,11,10,89,,
0,program_change,0,0,13,,,,,,,48,12,,,,
0,control_change,0,0,13,,,,,,,,12,7,95,,
0,control_change,0,0,13,,,,,,,,12,10,71,,
0,program_change,0,0,9,,,,,,,48,7,,,,
0,program_change,0,0,2,,,,,,,68,1,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,set_tempo,0,1,0,,,,,,416667,,,,,,
0,control_change,0,0,1,,,,,,,,0,7,95,,
0,program_change,0,0,1,,,,,,,73,0,,,,
0,control_change,0,0,1,,,,,,,,0,10,51,,
360,note_on,360,0,9,,,,,,,,7,,,69,80
360,note_on,360,0,1,,,,,,,,0,,,69,80
456,note_on,96,0,1,,,,,,,,0,,,69,0
456,note_on,96,0,9,,,,,,,,7,,,69,0
480,note_on,480,0,10,,,,,,,,8,,,66,80
480,note_on,480,0,11,,,,,,,,10,,,62,80
480,note_on,24,0,9,,,,,,,,7,,,74,80
480,note_on,24,0,1,,,,,,,,0,,,74,80
480,note_on,480,0,12,,,,,,,,11,,,50,80
480,note_on,480,0,13,,,,,,,,12,,,38,80
528,note_on,48,0,10,,,,,,,,8,,,66,0
540,note_on,12,0,10,,,,,,,,8,,,69,80
576,note_on,96,0,13,,,,,,,,12,,,38,0
576,note_on,96,0,12,,,,,,,,11,,,50,0
576,note_on,96,0,11,,,,,,,,10,,,62,0
588,note_on,48,0,10,,,,,,,,8,,,69,0
600,note_on,24,0,12,,,,,,,,11,,,50,80
600,note_on,12,0,10,,,,,,,,8,,,66,80
600,note_on,24,0,11,,,,,,,,10,,,62,80
600,note_on,24,0,13,,,,,,,,12,,,38,80
648,note_on,48,0,10,,,,,,,,8,,,66,0
660,note_on,12,0,10,,,,,,,,8,,,69,80
696,note_on,96,0,12,,,,,,,,11,,,50,0
696,note_on,96,0,11,,,,,,,,10,,,62,0
696,note_on,96,0,13,,,,,,,,12,,,38,0
708,note_on,48,0,10,,,,,,,,8,,,69,0
720,note_on,12,0,10,,,,,,,,8,,,66,80
720,note_on,24,0,11,,,,,,,,10,,,62,80
720,note_on,24,0,13,,,,,,,,12,,,38,80
720,note_on,24,0,12,,,,,,,,11,,,50,80
768,note_on,288,0,9,,,,,,,,7,,,74,0
768,note_on,48,0,10,,,,,,,,8,,,66,0
768,note_on,288,0,1,,,,,,,,0,,,74,0
780,note_on,12,0,10,,,,,,,,8,,,69,80
816,note_on,96,0,13,,,,,,,,12,,,38,0
816,note_on,96,0,11,,,,,,,,10,,,62,0
816,note_on,96,0,12,,,,,,,,11,,,50,0
828,note_on,48,0,10,,,,,,,,8,,,69,0
840,note_on,24,0,12,,,,,,,,11,,,50,80
840,note_on,72,0,1,,,,,,,,0,,,78,80
840,note_on,12,0,10,,,,,,,,8,,,66,80
840,note_on,72,0,9,,,,,,,,7,,,78,80
840,note_on,24,0,13,,,,,,,,12,,,38,80
840,note_on,24,0,11,,,,,,,,10,,,62,80
888,note_on,48,0,10,,,,,,,,8,,,66,0
900,note_on,12,0,10,,,,,,,,8,,,69,80
936,note_on,96,0,11,,,,,,,,10,,,62,0
936,note_on,96,0,13,,,,,,,,12,,,38,0
936,note_on,96,0,9,,,,,,,,7,,,78,0
936,note_on,96,0,12,,,,,,,,11,,,50,0
936,note_on,96,0,1,,,,,,,,0,,,78,0
948,note_on,48,0,10,,,,,,,,8,,,69,0
960,note_on,24,0,13,,,,,,,,12,,,38,80
960,note_on,24,0,1,,,,,,,,0,,,81,80
960,note_on,12,0,10,,,,,,,,8,,,66,80
960,note_on,24,0,9,,,,,,,,7,,,81,80
960,note_on,24,0,11,,,,,,,,10,,,62,80
960,note_on,24,0,12,,,,,,,,11,,,50,80
1008,note_on,48,0,10,,,,,,,,8,,,66,0
1020,note_on,12,0,10,,,,,,,,8,,,69,80
1056,note_on,96,0,11,,,,,,,,10,,,62,0
1056,note_on,96,0,13,,,,,,,,12,,,38,0
1056,note_on,96,0,12,,,,,,,,11,,,50,0
1068,note_on,48,0,10,,,,,,,,8,,,69,0
1080,note_on,12,0,10,,,,,,,,8,,,66,80
1080,note_on,24,0,13,,,,,,,,12,,,38,80
1080,note_on,24,0,11,,,,,,,,10,,,62,80
1080,note_on,24,0,12,,,,,,,,11,,,50,80
1128,note_on,48,0,10,,,,,,,,8,,,66,0
1140,note_on,12,0,10,,,,,,,,8,,,69,80
1176,note_on,96,0,12,,,,,,,,11,,,50,0
1176,note_on,96,0,11,,,,,,,,10,,,62,0
1176,note_on,96,0,13,,,,,,,,12,,,38,0
1188,note_on,48,0,10,,,,,,,,8,,,69,0
1200,note_on,12,0,10,,,,,,,,8,,,66,80
1200,note_on,24,0,13,,,,,,,,12,,,38,80
1200,note_on,24,0,12,,,,,,,,11,,,50,80
1200,note_on,24,0,11,,,,,,,,10,,,62,80
1248,note_on,48,0,10,,,,,,,,8,,,66,0
1248,note_on,288,0,9,,,,,,,,7,,,81,0
1248,note_on,288,0,1,,,,,,,,0,,,81,0
1260,note_on,12,0,10,,,,,,,,8,,,69,80
1296,note_on,96,0,11,,,,,,,,10,,,62,0
1296,note_on,96,0,13,,,,,,,,12,,,38,0
