tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,note_on,0,0,10,,,,,,,,,12,,,38,92
0,control_change,0,0,5,,,,,,,,,6,10,64,,
0,control_change,0,0,5,,,,,,,,,6,7,127,,
0,program_change,0,0,5,,,,,,,,73,6,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,note_on,0,0,4,,,,,,,,,5,,,50,92
0,control_change,0,0,4,,,,,,,,,5,10,64,,
0,control_change,0,0,4,,,,,,,,,5,7,80,,
0,program_change,0,0,4,,,,,,,,60,5,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,note_on,0,0,3,,,,,,,,,5,,,62,92
0,control_change,0,0,10,,,,,,,,,12,10,64,,
0,control_change,0,0,3,,,,,,,,,5,10,64,,
0,program_change,0,0,3,,,,,,,,60,5,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,note_on,0,0,2,,,,,,,,,1,,,66,92
0,control_change,0,0,2,,,,,,,,,1,10,64,,
0,control_change,0,0,2,,,,,,,,,1,7,80,,
0,program_change,0,0,2,,,,,,,,68,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,note_on,0,0,1,,,,,,,,,1,,,69,92
0,control_change,0,0,1,,,,,,,,,1,10,64,,
0,control_change,0,0,1,,,,,,,,,1,7,80,,
0,program_change,0,0,1,,,,,,,,68,1,,,,
0,control_change,0,0,3,,,,,,,,,5,7,80,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,,12,7,127,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,48,11,,,,
0,control_change,0,0,9,,,,,,,,,11,7,127,,
0,control_change,0,0,9,,,,,,,,,11,10,64,,
0,note_on,0,0,9,,,,,,,,,11,,,50,92
0,note_on,0,0,8,,,,,,,,,10,,,62,92
0,note_on,0,0,8,,,,,,,,,10,,,50,92
0,control_change,0,0,8,,,,,,,,,10,10,64,,
0,control_change,0,0,8,,,,,,,,,10,7,127,,
0,program_change,0,0,8,,,,,,,,48,10,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,note_on,0,0,7,,,,,,,,,8,,,66,92
0,note_on,0,0,7,,,,,,,,,8,,,57,92
0,program_change,0,0,10,,,,,,,,43,12,,,,
0,control_change,0,0,7,,,,,,,,,8,10,64,,
0,program_change,0,0,7,,,,,,,,48,8,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,note_on,0,0,6,,,,,,,,,7,,,74,92
0,note_on,0,0,6,,,,,,,,,7,,,66,92
0,note_on,0,0,6,,,,,,,,,7,,,57,92
0,control_change,0,0,6,,,,,,,,,7,10,64,,
0,control_change,0,0,6,,,,,,,,,7,7,127,,
0,program_change,0,0,6,,,,,,,,48,7,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,control_change,0,0,7,,,,,,,,,8,7,127,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,500000,,,,,,,,,,,,
0,time_signature,0,1,0,,,4,4,24,8,,,,,,,
