tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,program_change,,,,,0,0,2,,,,68,1,,,,
0,control_change,,,,,0,0,2,,,,,1,7,85,,
0,control_change,,,,,0,0,2,,,,,1,10,40,,
0,note_on,,,,,0,0,2,,,,,1,,,72,105
0,note_on,,,,,0,0,5,,,,,4,,,72,105
0,note_on,,,,,0,0,5,,,,,4,,,60,105
0,control_change,,,,,0,0,5,,,,,4,10,115,,
0,control_change,,,,,0,0,5,,,,,4,7,127,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,midi_port,,,,,0,1,10,,,0,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,program_change,,,,,0,0,10,,,,48,10,,,,
0,control_change,,,,,0,0,10,,,,,10,7,110,,
0,control_change,,,,,0,0,10,,,,,10,10,105,,
0,note_on,,,,,0,0,10,,,,,10,,,48,105
0,note_on,,,,,0,0,4,,,,,3,,,72,105
0,note_on,,,,,0,0,4,,,,,3,,,60,105
0,control_change,,,,,0,0,4,,,,,3,10,31,,
0,control_change,,,,,0,0,4,,,,,3,7,90,,
0,program_change,,,,,0,0,4,,,,60,3,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,note_on,,,,,0,0,8,,,,,7,,,60,105
0,control_change,,,,,0,0,8,,,,,7,10,44,,
0,control_change,,,,,0,0,8,,,,,7,7,110,,
0,program_change,,,,,0,0,8,,,,48,7,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,midi_port,,,,,0,1,8,,,0,,,,,,
0,midi_port,,,,,0,1,9,,,0,,,,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,program_change,,,,,0,0,9,,,,48,8,,,,
0,control_change,,,,,0,0,9,,,,,8,7,110,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,9,,,,,8,10,86,,
0,note_on,,,,,0,0,7,,,,,6,,,60,105
0,control_change,,,,,0,0,7,,,,,6,10,25,,
0,control_change,,,,,0,0,7,,,,,6,7,127,,
0,program_change,,,,,0,0,7,,,,48,6,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,note_on,,,,,0,0,6,,,,,5,,,48,105
0,control_change,,,,,0,0,6,,,,,5,10,64,,
0,control_change,,,,,0,0,6,,,,,5,7,127,,
0,program_change,,,,,0,0,6,,,,47,5,,,,
0,note_on,,,,,0,0,9,,,,,8,,,60,105
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,program_change,,,,,0,0,5,,,,56,4,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,program_change,,,,,0,0,11,,,,48,11,,,,
0,control_change,,,,,0,0,11,,,,,11,7,110,,
0,control_change,,,,,0,0,11,,,,,11,10,120,,
0,note_on,,,,,0,0,11,,,,,11,,,36,105
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,program_change,,,,,0,0,3,,,,70,2,,,,
0,midi_port,,,,,0,1,11,,,0,,,,,,
0,control_change,,,,,0,0,3,,,,,2,10,70,,
0,note_on,,,,,0,0,3,,,,,2,,,48,105
0,control_change,,,,,0,0,3,,,,,2,7,85,,
0,marker,,,,,0,1,0,,,,,,,,,
0,note_on,,,,,0,0,1,,,,,0,,,84,105
0,control_change,,,,,0,0,1,,,,,0,10,80,,
0,control_change,,,,,0,0,1,,,,,0,7,85,,
0,program_change,,,,,0,0,1,,,,73,0,,,,
0,marker,,,,,0,1,0,,,,,,,,,
0,set_tempo,,,,,0,1,0,,400000,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
100,note_on,,,,,100,0,6,,,,,5,,,48,0
100,note_on,,,,,100,0,7,,,,,6,,,60,0
100,note_on,,,,,0,0,5,,,,,4,,,60,0
100,note_on,,,,,100,0,5,,,,,4,,,72,0
100,note_on,,,,,100,0,9,,,,,8,,,60,0
100,note_on,,,,,100,0,2,,,,,1,,,72,0
100,note_on,,,,,100,0,1,,,,,0,,,84,0
100,note_on,,,,,100,0,11,,,,,11,,,36,0
100,note_on,,,,,100,0,10,,,,,10,,,48,0
100,note_on,,,,,100,0,8,,,,,7,,,60,0
100,note_on,,,,,100,0,3,,,,,2,,,48,0
100,note_on,,,,,0,0,4,,,,,3,,,60,0
100,note_on,,,,,100,0,4,,,,,3,,,72,0
180,note_on,,,,,80,0,1,,,,,0,,,79,105
180,note_on,,,,,80,0,8,,,,,7,,,55,105
180,note_on,,,,,80,0,11,,,,,11,,,31,105
180,note_on,,,,,80,0,2,,,,,1,,,67,105
180,note_on,,,,,80,0,10,,,,,10,,,43,105
180,note_on,,,,,80,0,3,,,,,2,,,43,105
180,note_on,,,,,80,0,7,,,,,6,,,55,105
180,note_on,,,,,80,0,9,,,,,8,,,55,105
200,note_on,,,,,20,0,7,,,,,6,,,55,0
200,note_on,,,,,20,0,1,,,,,0,,,79,0
200,note_on,,,,,20,0,2,,,,,1,,,67,0
200,note_on,,,,,0,0,2,,,,,1,,,69,105
200,note_on,,,,,0,0,7,,,,,6,,,57,105
200,note_on,,,,,0,0,1,,,,,0,,,81,105
200,note_on,,,,,20,0,8,,,,,7,,,55,0
200,note_on,,,,,0,0,3,,,,,2,,,45,105
200,note_on,,,,,20,0,3,,,,,2,,,43,0
200,note_on,,,,,0,0,10,,,,,10,,,45,105
200,note_on,,,,,20,0,10,,,,,10,,,43,0
200,note_on,,,,,20,0,9,,,,,8,,,55,0
200,note_on,,,,,0,0,11,,,,,11,,,33,105
200,note_on,,,,,20,0,11,,,,,11,,,31,0
200,note_on,,,,,0,0,8,,,,,7,,,57,105
200,note_on,,,,,0,0,9,,,,,8,,,57,105
220,note_on,,,,,20,0,9,,,,,8,,,57,0
220,note_on,,,,,20,0,8,,,,,7,,,57,0
220,note_on,,,,,0,0,8,,,,,7,,,59,105
220,note_on,,,,,0,0,11,,,,,11,,,35,105
220,note_on,,,,,20,0,2,,,,,1,,,69,0
220,note_on,,,,,0,0,2,,,,,1,,,71,105
220,note_on,,,,,20,0,7,,,,,6,,,57,0
220,note_on,,,,,20,0,10,,,,,10,,,45,0
220,note_on,,,,,0,0,7,,,,,6,,,59,105
220,note_on,,,,,0,0,1,,,,,0,,,83,105
220,note_on,,,,,20,0,1,,,,,0,,,81,0
220,note_on,,,,,0,0,3,,,,,2,,,47,105
220,note_on,,,,,20,0,3,,,,,2,,,45,0
220,note_on,,,,,20,0,11,,,,,11,,,33,0
220,note_on,,,,,0,0,10,,,,,10,,,47,105
220,note_on,,,,,0,0,9,,,,,8,,,59,105
240,note_on,,,,,140,0,6,,,,,5,,,48,105
240,note_on,,,,,0,0,9,,,,,8,,,60,105
240,note_on,,,,,20,0,3,,,,,2,,,47,0
240,note_on,,,,,20,0,7,,,,,6,,,59,0
240,note_on,,,,,20,0,9,,,,,8,,,59,0
240,note_on,,,,,0,0,11,,,,,11,,,36,105
240,note_on,,,,,0,0,3,,,,,2,,,48,105
240,note_on,,,,,0,0,7,,,,,6,,,60,105
240,note_on,,,,,20,0,10,,,,,10,,,47,0
240,note_on,,,,,20,0,1,,,,,0,,,83,0
240,note_on,,,,,20,0,8,,,,,7,,,59,0
240,note_on,,,,,0,0,8,,,,,7,,,60,105
240,note_on,,,,,0,0,4,,,,,3,,,72,105
240,note_on,,,,,140,0,4,,,,,3,,,60,105
240,note_on,,,,,140,0,5,,,,,4,,,60,105
240,note_on,,,,,0,0,5,,,,,4,,,72,105
240,note_on,,,,,0,0,2,,,,,1,,,72,105
240,note_on,,,,,20,0,2,,,,,1,,,71,0
240,note_on,,,,,20,0,11,,,,,11,,,35,0
240,note_on,,,,,0,0,1,,,,,0,,,84,105
240,note_on,,,,,0,0,10,,,,,10,,,48,105
340,note_on,,,,,100,0,1,,,,,0,,,84,0
340,note_on,,,,,100,0,10,,,,,10,,,48,0
340,note_on,,,,,100,0,6,,,,,5,,,48,0
340,note_on,,,,,0,0,4,,,,,3,,,60,0
340,note_on,,,,,100,0,4,,,,,3,,,72,0
340,note_on,,,,,100,0,9,,,,,8,,,60,0
340,note_on,,,,,100,0,11,,,,,11,,,36,0
340,note_on,,,,,100,0,5,,,,,4,,,72,0
340,note_on,,,,,100,0,2,,,,,1,,,72,0
340,note_on,,,,,100,0,8,,,,,7,,,60,0
340,note_on,,,,,0,0,5,,,,,4,,,60,0
340,note_on,,,,,100,0,7,,,,,6,,,60,0
340,note_on,,,,,100,0,3,,,,,2,,,48,0
420,note_on,,,,,80,0,3,,,,,2,,,43,105
420,note_on,,,,,80,0,10,,,,,10,,,43,105
420,note_on,,,,,80,0,2,,,,,1,,,67,105
420,note_on,,,,,80,0,8,,,,,7,,,55,105
420,note_on,,,,,80,0,11,,,,,11,,,31,105
420,note_on,,,,,80,0,9,,,,,8,,,55,105
420,note_on,,,,,80,0,1,,,,,0,,,79,105
420,note_on,,,,,80,0,7,,,,,6,,,55,105
440,note_on,,,,,0,0,8,,,,,7,,,57,105
440,note_on,,,,,20,0,11,,,,,11,,,31,0
440,note_on,,,,,0,0,11,,,,,11,,,33,105
440,note_on,,,,,20,0,8,,,,,7,,,55,0
440,note_on,,,,,0,0,1,,,,,0,,,81,105
440,note_on,,,,,0,0,9,,,,,8,,,57,105
440,note_on,,,,,20,0,3,,,,,2,,,43,0
440,note_on,,,,,0,0,3,,,,,2,,,45,105
440,note_on,,,,,0,0,10,,,,,10,,,45,105
440,note_on,,,,,20,0,10,,,,,10,,,43,0
440,note_on,,,,,20,0,9,,,,,8,,,55,0
440,note_on,,,,,20,0,2,,,,,1,,,67,0
440,note_on,,,,,20,0,1,,,,,0,,,79,0
440,note_on,,,,,0,0,2,,,,,1,,,69,105
440,note_on,,,,,0,0,7,,,,,6,,,57,105
440,note_on,,,,,20,0,7,,,,,6,,,55,0
460,note_on,,,,,20,0,7,,,,,6,,,57,0
460,note_on,,,,,0,0,11,,,,,11,,,35,105
460,note_on,,,,,0,0,2,,,,,1,,,71,105
460,note_on,,,,,20,0,8,,,,,7,,,57,0
460,note_on,,,,,20,0,11,,,,,11,,,33,0
460,note_on,,,,,0,0,7,,,,,6,,,59,105
460,note_on,,,,,20,0,10,,,,,10,,,45,0
460,note_on,,,,,0,0,10,,,,,10,,,47,105
460,note_on,,,,,0,0,3,,,,,2,,,47,105
460,note_on,,,,,20,0,3,,,,,2,,,45,0
460,note_on,,,,,0,0,9,,,,,8,,,59,105
460,note_on,,,,,20,0,9,,,,,8,,,57,0
460,note_on,,,,,0,0,8,,,,,7,,,59,105
460,note_on,,,,,20,0,2,,,,,1,,,69,0
460,note_on,,,,,20,0,1,,,,,0,,,81,0
460,note_on,,,,,0,0,1,,,,,0,,,83,105
480,note_on,,,,,20,0,2,,,,,1,,,71,0
480,note_on,,,,,20,0,7,,,,,6,,,59,0
480,note_on,,,,,0,0,7,,,,,6,,,60,105
480,note_on,,,,,0,0,4,,,,,3,,,72,105
480,note_on,,,,,0,0,3,,,,,2,,,48,105
480,note_on,,,,,20,0,3,,,,,2,,,47,0
480,note_on,,,,,140,0,6,,,,,5,,,48,105
480,note_on,,,,,0,0,1,,,,,0,,,84,105
480,note_on,,,,,0,0,5,,,,,4,,,72,105
