tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,833333,,,,,,
0,key_signature,0,1,0,,,,,,D,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,sysex,0,0,0,"(126, 127, 9, 1)",,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,2,4,24,8,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
16,control_change,16,0,1,,,,,,,,91,127,0,,,
18,control_change,18,0,2,,,,,,,,91,127,1,,,
118,control_change,118,0,6,,,,,,,,91,96,5,,,
120,control_change,120,0,8,,,,,,,,91,96,7,,,
120,control_change,120,0,7,,,,,,,,91,96,6,,,
120,control_change,120,0,5,,,,,,,,91,96,4,,,
120,control_change,120,0,9,,,,,,,,91,96,8,,,
120,control_change,104,0,1,,,,,,,,0,0,0,,,
120,control_change,120,0,12,,,,,,,,91,96,11,,,
120,control_change,120,0,4,,,,,,,,91,96,3,,,
120,control_change,120,0,11,,,,,,,,91,96,10,,,
120,control_change,120,0,13,,,,,,,,91,96,12,,,
120,control_change,120,0,3,,,,,,,,91,96,2,,,
121,control_change,1,0,1,,,,,,,,32,0,0,,,
122,program_change,1,0,1,,,,,,,,,,0,0,,
123,control_change,0,0,1,,,,,,,,7,125,0,,,
123,control_change,1,0,1,,,,,,,,7,127,0,,,
125,control_change,107,0,2,,,,,,,,0,0,1,,,
126,control_change,1,0,2,,,,,,,,32,0,1,,,
127,program_change,1,0,2,,,,,,,,,,1,0,,
128,control_change,1,0,2,,,,,,,,7,127,1,,,
128,control_change,0,0,2,,,,,,,,7,125,1,,,
130,control_change,10,0,3,,,,,,,,0,0,2,,,
131,control_change,1,0,3,,,,,,,,32,0,2,,,
132,program_change,1,0,3,,,,,,,,,,2,73,,
133,control_change,1,0,3,,,,,,,,7,80,2,,,
133,control_change,0,0,3,,,,,,,,7,70,2,,,
135,control_change,15,0,4,,,,,,,,0,0,3,,,
136,control_change,1,0,4,,,,,,,,32,0,3,,,
137,program_change,1,0,4,,,,,,,,,,3,68,,
138,control_change,0,0,4,,,,,,,,7,70,3,,,
138,control_change,1,0,4,,,,,,,,7,85,3,,,
138,control_change,0,0,4,,,,,,,,10,64,3,,,
140,control_change,20,0,5,,,,,,,,0,0,4,,,
141,control_change,1,0,5,,,,,,,,32,0,4,,,
142,program_change,1,0,5,,,,,,,,,,4,70,,
143,control_change,0,0,5,,,,,,,,10,64,4,,,
143,control_change,0,0,5,,,,,,,,7,70,4,,,
143,control_change,1,0,5,,,,,,,,7,70,4,,,
145,control_change,27,0,6,,,,,,,,0,0,5,,,
146,control_change,1,0,6,,,,,,,,32,0,5,,,
147,program_change,1,0,6,,,,,,,,,,5,60,,
148,control_change,0,0,6,,,,,,,,10,64,5,,,
148,control_change,1,0,6,,,,,,,,7,70,5,,,
148,control_change,0,0,6,,,,,,,,7,70,5,,,
150,control_change,30,0,7,,,,,,,,0,0,6,,,
151,control_change,1,0,7,,,,,,,,32,0,6,,,
152,program_change,1,0,7,,,,,,,,,,6,56,,
153,control_change,1,0,7,,,,,,,,7,80,6,,,
153,control_change,0,0,7,,,,,,,,7,80,6,,,
153,control_change,0,0,7,,,,,,,,10,64,6,,,
155,control_change,35,0,8,,,,,,,,0,0,7,,,
156,control_change,1,0,8,,,,,,,,32,0,7,,,
157,program_change,1,0,8,,,,,,,,,,7,47,,
158,control_change,1,0,8,,,,,,,,7,90,7,,,
158,control_change,0,0,8,,,,,,,,10,64,7,,,
158,control_change,0,0,8,,,,,,,,7,90,7,,,
160,control_change,40,0,9,,,,,,,,0,0,8,,,
161,control_change,1,0,9,,,,,,,,32,0,8,,,
162,program_change,1,0,9,,,,,,,,,,8,48,,
163,control_change,1,0,9,,,,,,,,7,108,8,,,
163,control_change,0,0,9,,,,,,,,10,64,8,,,
163,control_change,0,0,9,,,,,,,,7,108,8,,,
165,control_change,165,0,10,,,,,,,,0,127,9,,,
166,control_change,1,0,10,,,,,,,,32,0,9,,,
167,program_change,1,0,10,,,,,,,,,,9,0,,
168,control_change,1,0,10,,,,,,,,7,0,9,,,
168,control_change,0,0,10,,,,,,,,10,66,9,,,
168,end_of_track,0,1,10,,,,,,,,,,,,,
170,control_change,50,0,11,,,,,,,,0,0,10,,,
171,control_change,1,0,11,,,,,,,,32,0,10,,,
172,program_change,1,0,11,,,,,,,,,,10,48,,
173,control_change,1,0,11,,,,,,,,7,108,10,,,
173,control_change,0,0,11,,,,,,,,10,64,10,,,
173,control_change,0,0,11,,,,,,,,7,108,10,,,
175,control_change,55,0,12,,,,,,,,0,0,11,,,
176,control_change,1,0,12,,,,,,,,32,0,11,,,
177,program_change,1,0,12,,,,,,,,,,11,48,,
178,control_change,1,0,12,,,,,,,,7,105,11,,,
178,control_change,0,0,12,,,,,,,,10,64,11,,,
178,control_change,0,0,12,,,,,,,,7,108,11,,,
180,control_change,60,0,13,,,,,,,,0,0,12,,,
181,control_change,1,0,13,,,,,,,,32,0,12,,,
182,program_change,1,0,13,,,,,,,,,,12,48,,
183,control_change,0,0,13,,,,,,,,7,108,12,,,
183,control_change,1,0,13,,,,,,,,7,105,12,,,
183,control_change,0,0,13,,,,,,,,10,64,12,,,
185,control_change,185,0,14,,,,,,,,0,0,13,,,
186,control_change,1,0,14,,,,,,,,32,0,13,,,
187,program_change,1,0,14,,,,,,,,,,13,48,,
188,control_change,1,0,14,,,,,,,,7,96,13,,,
238,control_change,95,0,5,,,,,,,,7,82,4,,,
240,control_change,107,0,3,,,,,,,,7,82,2,,,
240,control_change,92,0,6,,,,,,,,7,80,5,,,
240,control_change,87,0,7,,,,,,,,7,88,6,,,
244,control_change,106,0,4,,,,,,,,7,82,3,,,
600,note_on,477,0,1,,,,,,,,,,0,,78,71
615,note_on,15,0,1,,,,,,,,,,0,,78,0
660,note_on,45,0,1,,,,,,,,,,0,,78,64
675,note_on,15,0,1,,,,,,,,,,0,,78,0
720,note_on,45,0,1,,,,,,,,,,0,,78,71
720,note_on,592,0,2,,,,,,,,,,1,,66,46
720,note_on,0,0,2,,,,,,,,,,1,,62,46
750,note_on,30,0,2,,,,,,,,,,1,,66,0
750,note_on,0,0,2,,,,,,,,,,1,,69,46
780,note_on,60,0,1,,,,,,,,,,0,,78,0
780,note_on,0,0,1,,,,,,,,,,0,,81,64
780,note_on,30,0,2,,,,,,,,,,1,,69,0
780,note_on,0,0,2,,,,,,,,,,1,,66,46
795,note_on,15,0,1,,,,,,,,,,0,,81,0
810,note_on,30,0,2,,,,,,,,,,1,,66,0
810,note_on,0,0,2,,,,,,,,,,1,,69,46
840,note_on,30,0,2,,,,,,,,,,1,,69,0
840,note_on,0,0,2,,,,,,,,,,1,,66,46
840,note_on,45,0,1,,,,,,,,,,0,,74,63
855,note_on,15,0,1,,,,,,,,,,0,,74,0
870,note_on,30,0,2,,,,,,,,,,1,,66,0
870,note_on,0,0,2,,,,,,,,,,1,,69,46
900,note_on,30,0,2,,,,,,,,,,1,,69,0
900,note_on,45,0,1,,,,,,,,,,0,,74,63
900,note_on,0,0,2,,,,,,,,,,1,,66,46
915,note_on,15,0,1,,,,,,,,,,0,,74,0
930,note_on,0,0,2,,,,,,,,,,1,,69,46
930,note_on,30,0,2,,,,,,,,,,1,,66,0
960,note_on,30,0,2,,,,,,,,,,1,,69,0
960,note_on,0,0,2,,,,,,,,,,1,,62,0
960,note_on,0,0,2,,,,,,,,,,1,,62,46
960,note_on,0,0,2,,,,,,,,,,1,,66,46
960,note_on,45,0,1,,,,,,,,,,0,,74,72
990,note_on,0,0,2,,,,,,,,,,1,,69,46
990,note_on,30,0,2,,,,,,,,,,1,,66,0
1020,note_on,0,0,1,,,,,,,,,,0,,78,63
1020,note_on,0,0,2,,,,,,,,,,1,,66,46
1020,note_on,60,0,1,,,,,,,,,,0,,74,0
1020,note_on,30,0,2,,,,,,,,,,1,,69,0
1035,note_on,15,0,1,,,,,,,,,,0,,78,0
1050,note_on,30,0,2,,,,,,,,,,1,,66,0
1050,note_on,0,0,2,,,,,,,,,,1,,69,46
1080,note_on,0,0,2,,,,,,,,,,1,,62,0
1080,note_on,0,0,2,,,,,,,,,,1,,67,56
1080,note_on,45,0,1,,,,,,,,,,0,,76,63
1080,note_on,30,0,2,,,,,,,,,,1,,69,0
1110,note_on,30,0,2,,,,,,,,,,1,,69,56
1125,note_on,45,0,1,,,,,,,,,,0,,76,0
1125,note_on,0,0,1,,,,,,,,,,0,,73,63
1140,note_on,0,0,1,,,,,,,,,,0,,74,63
1140,note_on,30,0,2,,,,,,,,,,1,,69,0
1140,note_on,0,0,2,,,,,,,,,,1,,67,0
1140,note_on,15,0,1,,,,,,,,,,0,,73,0
1140,note_on,0,0,2,,,,,,,,,,1,,66,56
1170,note_on,30,0,2,,,,,,,,,,1,,69,56
1185,note_on,0,0,1,,,,,,,,,,0,,78,63
1185,note_on,45,0,1,,,,,,,,,,0,,74,0
1200,note_on,30,0,2,,,,,,,,,,1,,69,0
1200,note_on,0,0,2,,,,,,,,,,1,,66,0
1200,note_on,0,0,1,,,,,,,,,,0,,76,63
1200,note_on,0,0,2,,,,,,,,,,1,,67,56
1200,note_on,15,0,1,,,,,,,,,,0,,78,0
1230,note_on,30,0,2,,,,,,,,,,1,,69,56
1245,note_on,0,0,1,,,,,,,,,,0,,73,63
1245,note_on,45,0,1,,,,,,,,,,0,,76,0
1260,note_on,15,0,1,,,,,,,,,,0,,73,0
1260,note_on,30,0,2,,,,,,,,,,1,,69,0
1260,note_on,0,0,2,,,,,,,,,,1,,67,0
1260,note_on,0,0,2,,,,,,,,,,1,,66,56
1260,note_on,0,0,1,,,,,,,,,,0,,74,63
1290,note_on,30,0,2,,,,,,,,,,1,,69,56
1305,note_on,0,0,1,,,,,,,,,,0,,78,63
1305,note_on,45,0,1,,,,,,,,,,0,,74,0
1320,note_on,30,0,2,,,,,,,,,,1,,69,0
1320,note_on,0,0,1,,,,,,,,,,0,,76,72
1320,note_on,0,0,1,,,,,,,,,,0,,79,72
1320,note_on,15,0,1,,,,,,,,,,0,,78,0
1320,note_on,0,0,2,,,,,,,,,,1,,66,0
1320,note_on,0,0,2,,,,,,,,,,1,,61,68
1350,note_on,30,0,2,,,,,,,,,,1,,69,67
1365,note_on,0,0,1,,,,,,,,,,0,,81,65
1365,note_on,0,0,1,,,,,,,,,,0,,76,0
1365,note_on,45,0,1,,,,,,,,,,0,,79,0
1380,note_on,0,0,2,,,,,,,,,,1,,61,0
1380,note_on,0,0,2,,,,,,,,,,1,,62,65
1380,note_on,15,0,1,,,,,,,,,,0,,81,0
1380,note_on,0,0,1,,,,,,,,,,0,,74,70
1380,note_on,0,0,1,,,,,,,,,,0,,78,70
1380,note_on,30,0,2,,,,,,,,,,1,,69,0
1410,note_on,30,0,2,,,,,,,,,,1,,69,64
1425,note_on,0,0,1,,,,,,,,,,0,,74,0
1425,note_on,0,0,1,,,,,,,,,,0,,79,63
1425,note_on,45,0,1,,,,,,,,,,0,,78,0
1440,note_on,15,0,1,,,,,,,,,,0,,79,0
1440,note_on,0,0,1,,,,,,,,,,0,,73,57
1440,note_on,0,0,1,,,,,,,,,,0,,76,57
1440,note_on,0,0,2,,,,,,,,,,1,,57,55
1440,note_on,30,0,2,,,,,,,,,,1,,69,0
1440,note_on,0,0,2,,,,,,,,,,1,,62,0
1440,note_on,0,0,2,,,,,,,,,,1,,69,55
1470,note_on,0,0,1,,,,,,,,,,0,,81,63
1470,note_on,0,0,1,,,,,,,,,,0,,73,0
1470,note_on,30,0,1,,,,,,,,,,0,,76,0
1500,note_on,0,0,1,,,,,,,,,,0,,80,63
1500,note_on,30,0,1,,,,,,,,,,0,,81,0
1530,note_on,30,0,1,,,,,,,,,,0,,80,0
1530,note_on,0,0,1,,,,,,,,,,0,,79,62
1560,note_on,0,0,2,,,,,,,,,,1,,69,0
1560,note_on,120,0,2,,,,,,,,,,1,,57,0
1560,note_on,30,0,1,,,,,,,,,,0,,79,0
1560,note_on,0,0,1,,,,,,,,,,0,,78,71
1575,note_on,15,0,1,,,,,,,,,,0,,78,0
1620,note_on,45,0,1,,,,,,,,,,0,,78,64
1635,note_on,15,0,1,,,,,,,,,,0,,78,0
1680,note_on,0,0,2,,,,,,,,,,1,,62,46
1680,note_on,120,0,2,,,,,,,,,,1,,66,46
1680,note_on,45,0,1,,,,,,,,,,0,,78,71
1710,note_on,0,0,2,,,,,,,,,,1,,69,46
1710,note_on,30,0,2,,,,,,,,,,1,,66,0
1740,note_on,60,0,1,,,,,,,,,,0,,78,0
1740,note_on,0,0,1,,,,,,,,,,0,,81,64
1740,note_on,30,0,2,,,,,,,,,,1,,69,0
1740,note_on,0,0,2,,,,,,,,,,1,,66,46
1755,note_on,15,0,1,,,,,,,,,,0,,81,0
1770,note_on,0,0,2,,,,,,,,,,1,,69,46
1770,note_on,30,0,2,,,,,,,,,,1,,66,0
1800,note_on,45,0,1,,,,,,,,,,0,,74,63
1800,note_on,0,0,2,,,,,,,,,,1,,66,46
1800,note_on,30,0,2,,,,,,,,,,1,,69,0
1815,note_on,15,0,1,,,,,,,,,,0,,74,0
1830,note_on,0,0,2,,,,,,,,,,1,,69,46
1830,note_on,30,0,2,,,,,,,,,,1,,66,0
1860,note_on,45,0,1,,,,,,,,,,0,,74,63
1860,note_on,30,0,2,,,,,,,,,,1,,69,0
1860,note_on,0,0,2,,,,,,,,,,1,,66,46
1875,note_on,15,0,1,,,,,,,,,,0,,74,0
1890,note_on,30,0,2,,,,,,,,,,1,,66,0
1890,note_on,0,0,2,,,,,,,,,,1,,69,46
1920,note_on,0,0,2,,,,,,,,,,1,,62,46
1920,note_on,0,0,2,,,,,,,,,,1,,66,46
1920,note_on,45,0,1,,,,,,,,,,0,,74,72
1920,note_on,0,0,2,,,,,,,,,,1,,62,0
1920,note_on,30,0,2,,,,,,,,,,1,,69,0
1950,note_on,30,0,2,,,,,,,,,,1,,66,0
1950,note_on,0,0,2,,,,,,,,,,1,,69,46
1980,note_on,60,0,1,,,,,,,,,,0,,74,0
1980,note_on,0,0,1,,,,,,,,,,0,,78,63
1980,note_on,30,0,2,,,,,,,,,,1,,69,0
1980,note_on,0,0,2,,,,,,,,,,1,,66,46
1995,note_on,15,0,1,,,,,,,,,,0,,78,0
2010,note_on,30,0,2,,,,,,,,,,1,,66,0
2010,note_on,0,0,2,,,,,,,,,,1,,69,46
2040,note_on,30,0,2,,,,,,,,,,1,,69,0
2040,note_on,0,0,2,,,,,,,,,,1,,62,0
