tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,79,45
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,64,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,500000,,,,,,,,,,,,
0,key_signature,0,1,0,,C,,,,,,,,,,,
0,time_signature,0,1,0,,,3,4,24,8,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
48,note_on,48,0,1,,,,,,,,,0,,,79,0
192,note_on,144,0,1,,,,,,,,,0,,,77,45
192,note_on,0,0,2,,,,,,,,,1,,,67,45
192,note_on,192,0,2,,,,,,,,,1,,,60,45
384,note_on,192,0,1,,,,,,,,,0,,,77,0
384,note_on,0,0,1,,,,,,,,,0,,,76,45
544,note_on,160,0,1,,,,,,,,,0,,,76,0
576,note_on,32,0,1,,,,,,,,,0,,,77,45
624,note_on,48,0,1,,,,,,,,,0,,,77,0
720,note_on,528,0,2,,,,,,,,,1,,,60,0
768,note_on,48,0,2,,,,,,,,,1,,,65,45
768,note_on,144,0,1,,,,,,,,,0,,,76,45
960,note_on,192,0,1,,,,,,,,,0,,,76,0
960,note_on,0,0,1,,,,,,,,,0,,,74,45
1120,note_on,160,0,1,,,,,,,,,0,,,74,0
1152,note_on,32,0,1,,,,,,,,,0,,,71,45
1296,note_on,528,0,2,,,,,,,,,1,,,65,0
1344,note_on,48,0,2,,,,,,,,,1,,,64,45
1344,note_on,192,0,1,,,,,,,,,0,,,71,0
1344,note_on,0,0,1,,,,,,,,,0,,,72,45
1536,note_on,192,0,1,,,,,,,,,0,,,72,0
1536,note_on,0,0,1,,,,,,,,,0,,,71,45
1536,note_on,192,0,2,,,,,,,,,1,,,64,0
1536,note_on,0,0,2,,,,,,,,,1,,,67,0
1536,note_on,0,0,2,,,,,,,,,1,,,62,45
1536,note_on,0,0,1,,,,,,,,,0,,,77,45
1728,note_on,192,0,2,,,,,,,,,1,,,62,0
1728,note_on,0,0,2,,,,,,,,,1,,,60,45
1728,note_on,0,0,1,,,,,,,,,0,,,77,0
1728,note_on,192,0,1,,,,,,,,,0,,,71,0
1728,note_on,0,0,1,,,,,,,,,0,,,72,45
1728,note_on,0,0,1,,,,,,,,,0,,,76,45
1888,note_on,160,0,1,,,,,,,,,0,,,72,0
1888,note_on,0,0,1,,,,,,,,,0,,,76,0
1888,note_on,160,0,2,,,,,,,,,1,,,60,0
1920,note_on,32,0,1,,,,,,,,,0,,,72,45
1920,note_on,0,0,1,,,,,,,,,0,,,76,45
1920,note_on,32,0,2,,,,,,,,,1,,,67,45
