tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,0,0,8,,,
0,control_change,0,0,9,,,,,,,,7,105,8,,,
0,control_change,0,0,9,,,,,,,,10,86,8,,,
0,control_change,0,0,2,,,,,,,,10,40,1,,,
0,control_change,0,0,2,,,,,,,,7,85,1,,,
0,control_change,0,0,2,,,,,,,,0,0,1,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,0,0,3,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,7,105,10,,,
0,control_change,0,0,10,,,,,,,,10,105,10,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,control_change,0,0,11,,,,,,,,0,0,11,,,
0,control_change,0,0,11,,,,,,,,7,105,11,,,
0,control_change,0,0,11,,,,,,,,10,120,11,,,
0,control_change,0,0,1,,,,,,,,10,80,0,,,
0,control_change,0,0,1,,,,,,,,7,85,0,,,
0,control_change,0,0,10,,,,,,,,0,0,10,,,
0,control_change,0,0,8,,,,,,,,10,44,7,,,
0,control_change,0,0,8,,,,,,,,7,105,7,,,
0,control_change,0,0,8,,,,,,,,0,0,7,,,
0,control_change,0,0,4,,,,,,,,7,85,3,,,
0,control_change,0,0,4,,,,,,,,10,31,3,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,0,0,4,,,
0,control_change,0,0,5,,,,,,,,7,127,4,,,
0,control_change,0,0,5,,,,,,,,10,115,4,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,0,0,5,,,
0,control_change,0,0,6,,,,,,,,7,127,5,,,
0,control_change,0,0,6,,,,,,,,10,64,5,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,,0,0,6,,,
0,control_change,0,0,7,,,,,,,,7,127,6,,,
0,control_change,0,0,7,,,,,,,,10,25,6,,,
0,control_change,0,0,3,,,,,,,,10,70,2,,,
0,control_change,0,0,3,,,,,,,,7,85,2,,,
0,control_change,0,0,3,,,,,,,,0,0,2,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,0,0,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,time_signature,0,1,0,,3,4,24,8,,,,,,,,
0,sequencer_specific,0,1,0,"(0, 0, 65)",,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,413793,,,,,,
0,key_signature,0,1,0,,,,,,C,,,,,,,
1,program_change,1,0,8,,,,,,,,,,7,49,,
1,program_change,1,0,11,,,,,,,,,,11,48,,
1,program_change,1,0,4,,,,,,,,,,3,60,,
1,program_change,1,0,9,,,,,,,,,,8,48,,
1,program_change,1,0,7,,,,,,,,,,6,48,,
1,program_change,1,0,2,,,,,,,,,,1,68,,
1,program_change,1,0,5,,,,,,,,,,4,56,,
1,program_change,1,0,1,,,,,,,,,,0,73,,
1,program_change,1,0,3,,,,,,,,,,2,70,,
1,program_change,1,0,6,,,,,,,,,,5,47,,
1,program_change,1,0,10,,,,,,,,,,10,48,,
360,note_on,359,0,8,,,,,,,,,,7,,64,50
360,note_on,359,0,7,,,,,,,,,,6,,79,50
400,note_on,40,0,8,,,,,,,,,,7,,64,0
420,note_on,20,0,8,,,,,,,,,,7,,67,50
460,note_on,40,0,8,,,,,,,,,,7,,67,0
480,note_on,20,0,8,,,,,,,,,,7,,64,50
520,note_on,40,0,8,,,,,,,,,,7,,64,0
540,note_on,20,0,8,,,,,,,,,,7,,67,50
580,note_on,40,0,8,,,,,,,,,,7,,67,0
600,note_on,0,0,7,,,,,,,,,,6,,78,50
600,note_on,20,0,8,,,,,,,,,,7,,62,50
600,note_on,240,0,7,,,,,,,,,,6,,79,0
640,note_on,40,0,8,,,,,,,,,,7,,62,0
660,note_on,20,0,8,,,,,,,,,,7,,67,50
700,note_on,40,0,8,,,,,,,,,,7,,67,0
720,note_on,0,0,7,,,,,,,,,,6,,77,50
720,note_on,120,0,7,,,,,,,,,,6,,78,0
720,note_on,20,0,8,,,,,,,,,,7,,60,50
760,note_on,40,0,8,,,,,,,,,,7,,60,0
780,note_on,20,0,8,,,,,,,,,,7,,67,50
820,note_on,40,0,8,,,,,,,,,,7,,67,0
840,note_on,120,0,7,,,,,,,,,,6,,77,0
840,note_on,0,0,7,,,,,,,,,,6,,76,50
840,note_on,20,0,8,,,,,,,,,,7,,60,50
880,note_on,40,0,8,,,,,,,,,,7,,60,0
900,note_on,20,0,8,,,,,,,,,,7,,67,50
940,note_on,40,0,8,,,,,,,,,,7,,67,0
960,note_on,0,0,7,,,,,,,,,,6,,74,50
960,note_on,20,0,8,,,,,,,,,,7,,65,50
960,note_on,120,0,7,,,,,,,,,,6,,76,0
1000,note_on,40,0,8,,,,,,,,,,7,,65,0
1020,note_on,20,0,8,,,,,,,,,,7,,67,50
1060,note_on,40,0,8,,,,,,,,,,7,,67,0
