tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,48,4,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,,
0,program_change,0,0,4,,,,,,,,48,3,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,48,2,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,,
0,program_change,0,0,2,,,,,,,,48,1,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,121,0,,,
0,program_change,0,0,1,,,,,,,,48,0,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,
