tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
360,end_of_track,0,1,0,,,,,,,,,,,,
360,note_on,360,0,1,,,,,,,,,0,,69,100
360,set_tempo,360,1,0,,,,,,571429,,,,,,
479,note_on,119,0,1,,,,,,,,,0,,69,0
480,note_on,1,0,1,,,,,,,,,0,,74,100
480,note_on,480,0,2,,,,,,,,,1,,50,100
509,note_on,29,0,1,,,,,,,,,0,,74,0
510,note_on,1,0,1,,,,,,,,,0,,69,100
539,note_on,29,0,1,,,,,,,,,0,,69,0
540,note_on,1,0,1,,,,,,,,,0,,71,100
569,note_on,29,0,1,,,,,,,,,0,,71,0
570,note_on,1,0,1,,,,,,,,,0,,73,100
599,note_on,29,0,1,,,,,,,,,0,,73,0
600,note_on,1,0,1,,,,,,,,,0,,74,100
629,note_on,29,0,1,,,,,,,,,0,,74,0
630,note_on,1,0,1,,,,,,,,,0,,76,100
659,note_on,29,0,1,,,,,,,,,0,,76,0
660,note_on,1,0,1,,,,,,,,,0,,78,100
689,note_on,29,0,1,,,,,,,,,0,,78,0
690,note_on,1,0,1,,,,,,,,,0,,79,100
719,note_on,29,0,1,,,,,,,,,0,,79,0
719,note_on,239,0,2,,,,,,,,,1,,50,0
720,note_on,1,0,1,,,,,,,,,0,,81,100
720,note_on,1,0,2,,,,,,,,,1,,54,100
749,note_on,29,0,1,,,,,,,,,0,,81,0
750,note_on,1,0,1,,,,,,,,,0,,78,100
779,note_on,29,0,1,,,,,,,,,0,,78,0
780,note_on,1,0,1,,,,,,,,,0,,76,100
809,note_on,29,0,1,,,,,,,,,0,,76,0
810,note_on,1,0,1,,,,,,,,,0,,74,100
839,note_on,29,0,1,,,,,,,,,0,,74,0
839,note_on,119,0,2,,,,,,,,,1,,54,0
840,note_on,1,0,2,,,,,,,,,1,,55,100
840,note_on,1,0,1,,,,,,,,,0,,83,100
869,note_on,29,0,1,,,,,,,,,0,,83,0
870,note_on,1,0,1,,,,,,,,,0,,79,100
899,note_on,29,0,1,,,,,,,,,0,,79,0
900,note_on,1,0,1,,,,,,,,,0,,78,100
929,note_on,29,0,1,,,,,,,,,0,,78,0
930,note_on,1,0,1,,,,,,,,,0,,76,100
959,note_on,29,0,1,,,,,,,,,0,,76,0
959,note_on,119,0,2,,,,,,,,,1,,55,0
960,note_on,1,0,2,,,,,,,,,1,,50,100
960,note_on,1,0,1,,,,,,,,,0,,74,100
989,note_on,29,0,1,,,,,,,,,0,,74,0
990,note_on,1,0,1,,,,,,,,,0,,69,100
1019,note_on,29,0,1,,,,,,,,,0,,69,0
1020,note_on,1,0,1,,,,,,,,,0,,71,100
1049,note_on,29,0,1,,,,,,,,,0,,71,0
1050,note_on,1,0,1,,,,,,,,,0,,73,100
1079,note_on,29,0,1,,,,,,,,,0,,73,0
1080,note_on,1,0,1,,,,,,,,,0,,74,100
1109,note_on,29,0,1,,,,,,,,,0,,74,0
1110,note_on,1,0,1,,,,,,,,,0,,76,100
1139,note_on,29,0,1,,,,,,,,,0,,76,0
1140,note_on,1,0,1,,,,,,,,,0,,78,100
1169,note_on,29,0,1,,,,,,,,,0,,78,0
1170,note_on,1,0,1,,,,,,,,,0,,79,100
1199,note_on,29,0,1,,,,,,,,,0,,79,0
1199,note_on,239,0,2,,,,,,,,,1,,50,0
1200,note_on,1,0,2,,,,,,,,,1,,54,100
