tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
0,time_signature,6,8,12,8,0,1,0,,,,,,,,
0,sequencer_specific,,,,,0,1,8,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,8,,,48,7,,,,
0,control_change,,,,,0,0,8,,,,7,7,123,,
0,program_change,,,,,0,0,2,,,68,1,,,,
0,control_change,,,,,0,0,8,,,,7,91,85,,
0,control_change,,,,,0,0,5,,,,4,91,80,,
0,control_change,,,,,0,0,5,,,,4,10,28,,
0,control_change,,,,,0,0,5,,,,4,7,126,,
0,program_change,,,,,0,0,5,,,48,4,,,,
0,sequencer_specific,,,,,0,1,5,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,4,,,,3,10,36,,
0,control_change,,,,,0,0,4,,,,3,91,80,,
0,control_change,,,,,0,0,4,,,,3,7,119,,
0,sequencer_specific,,,,,0,1,6,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,4,,,60,3,,,,
0,sequencer_specific,,,,,0,1,9,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,9,,,43,8,,,,
0,control_change,,,,,0,0,9,,,,8,7,99,,
0,control_change,,,,,0,0,9,,,,8,10,94,,
0,control_change,,,,,0,0,9,,,,8,91,98,,
0,control_change,,,,,0,0,3,,,,2,91,80,,
0,control_change,,,,,0,0,3,,,,2,10,72,,
0,control_change,,,,,0,0,3,,,,2,7,90,,
0,program_change,,,,,0,0,3,,,70,2,,,,
0,sequencer_specific,,,,,0,1,3,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,2,,,,1,91,80,,
0,control_change,,,,,0,0,2,,,,1,10,64,,
0,control_change,,,,,0,0,2,,,,1,7,90,,
0,sequencer_specific,,,,,0,1,4,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,6,,,48,5,,,,
0,control_change,,,,,0,0,8,,,,7,10,84,,
0,control_change,,,,,0,0,1,,,,0,10,56,,
0,set_tempo,,,,,0,1,0,1276596,,,,,,,
0,control_change,,,,,0,0,1,,,,0,91,80,,
0,control_change,,,,,0,0,7,,,,6,10,98,,
0,control_change,,,,,0,0,7,,,,6,7,123,,
0,program_change,,,,,0,0,7,,,48,6,,,,
0,sequencer_specific,,,,,0,1,7,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,6,,,,5,91,85,,
0,control_change,,,,,0,0,7,,,,6,91,85,,
0,sequencer_specific,,,,,0,1,2,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,1,,,,0,7,90,,
0,control_change,,,,,0,0,6,,,,5,10,40,,
0,control_change,,,,,0,0,6,,,,5,7,123,,
0,sequencer_specific,,,,,0,1,1,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,1,,,73,0,,,,
1200,note_on,,,,,1200,0,7,,,,6,,,58,70
1392,note_on,,,,,192,0,7,,,,6,,,58,0
1440,note_on,,,,,1440,0,9,,,,8,,,39,58
1440,note_on,,,,,1440,0,8,,,,7,,,51,58
1440,note_on,,,,,48,0,7,,,,6,,,63,70
1632,note_on,,,,,192,0,8,,,,7,,,51,0
1632,note_on,,,,,192,0,9,,,,8,,,39,0
1632,note_on,,,,,192,0,7,,,,6,,,63,0
1680,note_on,,,,,48,0,7,,,,6,,,63,70
1872,note_on,,,,,192,0,7,,,,6,,,63,0
1920,note_on,,,,,48,0,7,,,,6,,,63,70
2112,note_on,,,,,192,0,7,,,,6,,,63,0
2160,note_on,,,,,528,0,8,,,,7,,,55,58
2160,note_on,,,,,48,0,7,,,,6,,,63,70
2160,note_on,,,,,528,0,9,,,,8,,,43,58
2352,note_on,,,,,192,0,7,,,,6,,,63,0
2352,note_on,,,,,192,0,8,,,,7,,,55,0
2352,note_on,,,,,192,0,9,,,,8,,,43,0
2400,note_on,,,,,48,0,7,,,,6,,,63,70
2592,note_on,,,,,192,0,7,,,,6,,,63,0
2640,note_on,,,,,2640,0,6,,,,5,,,58,70
2640,note_on,,,,,48,0,7,,,,6,,,63,70
2832,note_on,,,,,192,0,7,,,,6,,,63,0
2832,note_on,,,,,192,0,6,,,,5,,,58,0
2880,note_on,,,,,528,0,8,,,,7,,,56,58
2880,note_on,,,,,528,0,9,,,,8,,,44,58
2880,note_on,,,,,48,0,6,,,,5,,,65,70
2880,note_on,,,,,48,0,7,,,,6,,,63,58
3072,note_on,,,,,192,0,6,,,,5,,,65,0
3072,note_on,,,,,192,0,7,,,,6,,,63,0
3120,note_on,,,,,0,0,9,,,,8,,,45,58
3120,note_on,,,,,0,0,8,,,,7,,,57,58
3120,note_on,,,,,240,0,8,,,,7,,,56,0
3120,note_on,,,,,48,0,6,,,,5,,,65,70
3120,note_on,,,,,48,0,7,,,,6,,,63,58
3120,note_on,,,,,240,0,9,,,,8,,,44,0
3312,note_on,,,,,192,0,6,,,,5,,,65,0
3312,note_on,,,,,192,0,7,,,,6,,,63,0
3360,note_on,,,,,48,0,7,,,,6,,,63,58
3360,note_on,,,,,0,0,9,,,,8,,,46,58
3360,note_on,,,,,240,0,9,,,,8,,,45,0
3360,note_on,,,,,48,0,6,,,,5,,,65,70
3360,note_on,,,,,240,0,8,,,,7,,,57,0
3360,note_on,,,,,0,0,8,,,,7,,,58,58
3552,note_on,,,,,192,0,6,,,,5,,,65,0
3552,note_on,,,,,192,0,7,,,,6,,,63,0
3600,note_on,,,,,0,0,9,,,,8,,,47,58
3600,note_on,,,,,48,0,7,,,,6,,,63,58
3600,note_on,,,,,240,0,9,,,,8,,,46,0
3600,note_on,,,,,240,0,8,,,,7,,,58,0
3600,note_on,,,,,48,0,6,,,,5,,,65,70
3600,note_on,,,,,0,0,8,,,,7,,,59,58
3792,note_on,,,,,192,0,6,,,,5,,,65,0
3792,note_on,,,,,192,0,7,,,,6,,,63,0
3840,note_on,,,,,0,0,8,,,,7,,,58,58
3840,note_on,,,,,240,0,8,,,,7,,,59,0
3840,note_on,,,,,48,0,6,,,,5,,,65,70
3840,note_on,,,,,48,0,7,,,,6,,,63,58
3840,note_on,,,,,240,0,9,,,,8,,,47,0
3840,note_on,,,,,0,0,9,,,,8,,,46,58
4032,note_on,,,,,192,0,6,,,,5,,,65,0
4032,note_on,,,,,192,0,7,,,,6,,,63,0
4080,note_on,,,,,0,0,8,,,,7,,,57,58
4080,note_on,,,,,4080,0,5,,,,4,,,60,70
