tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,1,121,0,,
0,control_change,0,0,2,,,,,,,,1,93,0,,
0,control_change,0,0,2,,,,,,,,1,91,127,,
0,control_change,0,0,2,,,,,,,,1,10,80,,
0,control_change,0,0,2,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,0,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,121,0,,
0,control_change,0,0,1,,,,,,,,0,93,0,,
0,control_change,0,0,1,,,,,,,,0,91,127,,
0,control_change,0,0,1,,,,,,,,0,10,48,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,
0,set_tempo,0,1,0,,,,,,476190,,,,,,
240,note_on,240,0,1,,,,,,,,0,,,71,87
300,note_on,60,0,1,,,,,,,,0,,,71,0
300,note_on,0,0,1,,,,,,,,0,,,69,87
360,note_on,60,0,1,,,,,,,,0,,,69,0
360,note_on,0,0,1,,,,,,,,0,,,68,87
420,note_on,60,0,1,,,,,,,,0,,,68,0
420,note_on,0,0,1,,,,,,,,0,,,69,87
480,note_on,480,0,2,,,,,,,,1,,,57,80
480,note_on,0,0,1,,,,,,,,0,,,72,87
480,note_on,60,0,1,,,,,,,,0,,,69,0
600,note_on,120,0,1,,,,,,,,0,,,72,0
600,note_on,0,0,2,,,,,,,,1,,,64,80
600,note_on,120,0,2,,,,,,,,1,,,57,0
600,note_on,0,0,2,,,,,,,,1,,,60,80
660,note_on,60,0,2,,,,,,,,1,,,60,0
660,note_on,0,0,2,,,,,,,,1,,,64,0
720,note_on,120,0,1,,,,,,,,0,,,74,87
