tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity,control,value
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,73,0,,,,
0,program_change,0,0,11,,,,,,,,48,15,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,program_change,0,0,10,,,,,,,,48,14,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,48,13,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,68,1,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,48,12,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,program_change,0,0,7,,,,,,,,0,4,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,program_change,0,0,6,,,,,,,,0,4,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,program_change,0,0,5,,,,,,,,0,4,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,program_change,0,0,4,,,,,,,,60,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,program_change,0,0,3,,,,,,,,70,2,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,G,,,,,,,,
0,set_tempo,0,1,0,,,,,,410959,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
360,note_on,360,0,8,,,,,,,,,12,71,80,,
360,note_on,360,0,9,,,,,,,,,13,67,74,,
360,note_on,360,0,1,,,,,,,,,0,71,80,,
390,note_on,30,0,9,,,,,,,,,13,67,0,,
390,note_on,30,0,8,,,,,,,,,12,71,0,,
390,note_on,30,0,1,,,,,,,,,0,71,0,,
420,note_on,30,0,9,,,,,,,,,13,69,74,,
