tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,64,,
0,note_on,0,0,2,,,,,,,,,1,,,57,92
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,69,92
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,set_tempo,0,1,0,545454,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,,3,4,24,8,,,,,,,
0,key_signature,0,1,0,,D,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
48,note_on,48,0,1,,,,,,,,,0,,,69,0
48,note_on,48,0,2,,,,,,,,,1,,,57,0
192,note_on,144,0,2,,,,,,,,,1,,,50,92
192,note_on,0,0,1,,,,,,,,,0,,,74,92
192,note_on,144,0,1,,,,,,,,,0,,,66,92
352,note_on,160,0,2,,,,,,,,,1,,,50,0
384,note_on,0,0,1,,,,,,,,,0,,,74,0
384,note_on,192,0,1,,,,,,,,,0,,,66,0
384,note_on,0,0,1,,,,,,,,,0,,,78,92
544,note_on,160,0,1,,,,,,,,,0,,,78,0
576,note_on,32,0,1,,,,,,,,,0,,,69,92
576,note_on,0,0,1,,,,,,,,,0,,,74,92
576,note_on,224,0,2,,,,,,,,,1,,,66,92
624,note_on,48,0,2,,,,,,,,,1,,,66,0
624,note_on,0,0,1,,,,,,,,,0,,,74,0
624,note_on,48,0,1,,,,,,,,,0,,,69,0
768,note_on,144,0,2,,,,,,,,,1,,,61,92
768,note_on,0,0,1,,,,,,,,,0,,,81,92
768,note_on,144,0,1,,,,,,,,,0,,,76,92
816,note_on,0,0,1,,,,,,,,,0,,,81,0
816,note_on,48,0,1,,,,,,,,,0,,,76,0
960,note_on,144,0,1,,,,,,,,,0,,,79,92
960,note_on,0,0,2,,,,,,,,,1,,,64,92
960,note_on,192,0,2,,,,,,,,,1,,,61,0
960,note_on,0,0,1,,,,,,,,,0,,,81,92
1008,note_on,48,0,1,,,,,,,,,0,,,79,0
1008,note_on,0,0,1,,,,,,,,,0,,,81,0
1120,note_on,160,0,2,,,,,,,,,1,,,64,0
1152,note_on,32,0,2,,,,,,,,,1,,,61,92
1152,note_on,0,0,1,,,,,,,,,0,,,81,92
1152,note_on,144,0,1,,,,,,,,,0,,,76,92
1200,note_on,0,0,1,,,,,,,,,0,,,81,0
1200,note_on,48,0,2,,,,,,,,,1,,,61,0
1200,note_on,48,0,1,,,,,,,,,0,,,76,0
1344,note_on,144,0,2,,,,,,,,,1,,,62,92
1344,note_on,144,0,1,,,,,,,,,0,,,78,92
1344,note_on,0,0,1,,,,,,,,,0,,,81,92
1536,note_on,192,0,2,,,,,,,,,1,,,62,0
1536,note_on,0,0,2,,,,,,,,,1,,,59,92
1536,note_on,0,0,1,,,,,,,,,0,,,83,92
1536,note_on,192,0,1,,,,,,,,,0,,,78,0
1536,note_on,0,0,1,,,,,,,,,0,,,81,0
1536,note_on,0,0,1,,,,,,,,,0,,,74,92
1696,note_on,160,0,2,,,,,,,,,1,,,59,0
1696,note_on,160,0,1,,,,,,,,,0,,,74,0
1696,note_on,0,0,1,,,,,,,,,0,,,83,0
1728,note_on,32,0,2,,,,,,,,,1,,,64,92
1728,note_on,32,0,1,,,,,,,,,0,,,71,92
