tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,control_change,0,0,2,,,,,,,32,0,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,control_change,0,0,1,,,,,,,32,0,0,,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,428571,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
240,note_on,240,0,2,,,,,,,,,1,,57,100
240,note_on,240,0,1,,,,,,,,,0,,69,100
299,note_on,59,0,2,,,,,,,,,1,,57,0
299,note_on,59,0,1,,,,,,,,,0,,69,0
300,note_on,1,0,2,,,,,,,,,1,,55,100
300,note_on,1,0,1,,,,,,,,,0,,67,100
359,note_on,59,0,2,,,,,,,,,1,,55,0
359,note_on,59,0,1,,,,,,,,,0,,67,0
360,note_on,1,0,1,,,,,,,,,0,,65,100
360,note_on,1,0,2,,,,,,,,,1,,53,100
479,note_on,119,0,1,,,,,,,,,0,,65,0
479,note_on,119,0,2,,,,,,,,,1,,53,0
480,note_on,1,0,1,,,,,,,,,0,,60,100
480,note_on,1,0,2,,,,,,,,,1,,48,100
599,note_on,119,0,2,,,,,,,,,1,,48,0
599,note_on,119,0,1,,,,,,,,,0,,60,0
600,note_on,1,0,2,,,,,,,,,1,,57,100
600,note_on,1,0,1,,,,,,,,,0,,69,100
659,note_on,59,0,1,,,,,,,,,0,,69,0
659,note_on,59,0,2,,,,,,,,,1,,57,0
660,note_on,1,0,2,,,,,,,,,1,,55,100
660,note_on,1,0,1,,,,,,,,,0,,67,100
719,note_on,59,0,2,,,,,,,,,1,,55,0
719,note_on,59,0,1,,,,,,,,,0,,67,0
720,note_on,1,0,2,,,,,,,,,1,,53,100
720,note_on,1,0,1,,,,,,,,,0,,65,100
839,note_on,119,0,2,,,,,,,,,1,,53,0
839,note_on,119,0,1,,,,,,,,,0,,65,0
840,note_on,1,0,1,,,,,,,,,0,,60,100
840,note_on,1,0,2,,,,,,,,,1,,48,100
959,note_on,119,0,1,,,,,,,,,0,,60,0
959,note_on,119,0,2,,,,,,,,,1,,48,0
960,note_on,1,0,2,,,,,,,,,1,,53,100
960,note_on,1,0,1,,,,,,,,,0,,72,100
960,note_on,0,0,1,,,,,,,,,0,,69,100
1079,note_on,119,0,1,,,,,,,,,0,,69,0
1079,note_on,0,0,1,,,,,,,,,0,,72,0
1079,note_on,119,0,2,,,,,,,,,1,,53,0
1080,note_on,0,0,1,,,,,,,,,0,,67,100
1080,note_on,1,0,1,,,,,,,,,0,,70,100
1080,note_on,1,0,2,,,,,,,,,1,,50,100
1199,note_on,0,0,1,,,,,,,,,0,,70,0
1199,note_on,119,0,1,,,,,,,,,0,,67,0
1199,note_on,119,0,2,,,,,,,,,1,,50,0
1200,note_on,0,0,1,,,,,,,,,0,,67,100
1200,note_on,1,0,1,,,,,,,,,0,,70,100
1200,note_on,1,0,2,,,,,,,,,1,,50,100
1259,note_on,0,0,1,,,,,,,,,0,,70,0
1259,note_on,59,0,1,,,,,,,,,0,,67,0
1260,note_on,1,0,1,,,,,,,,,0,,69,100
1260,note_on,0,0,1,,,,,,,,,0,,65,100
1319,note_on,59,0,1,,,,,,,,,0,,65,0
1319,note_on,0,0,1,,,,,,,,,0,,69,0
1319,note_on,119,0,2,,,,,,,,,1,,50,0
1320,note_on,1,0,1,,,,,,,,,0,,70,100
1320,note_on,0,0,1,,,,,,,,,0,,67,100
1320,note_on,1,0,2,,,,,,,,,1,,52,100
1379,note_on,59,0,1,,,,,,,,,0,,67,0
1379,note_on,0,0,1,,,,,,,,,0,,70,0
1380,note_on,1,0,1,,,,,,,,,0,,72,100
1380,note_on,0,0,1,,,,,,,,,0,,69,100
1439,note_on,0,0,1,,,,,,,,,0,,72,0
1439,note_on,119,0,2,,,,,,,,,1,,52,0
1439,note_on,59,0,1,,,,,,,,,0,,69,0
1440,note_on,1,0,1,,,,,,,,,0,,69,100
1440,note_on,0,0,1,,,,,,,,,0,,65,100
1440,note_on,1,0,2,,,,,,,,,1,,53,100
1559,note_on,119,0,1,,,,,,,,,0,,65,0
1559,note_on,0,0,1,,,,,,,,,0,,69,0
1559,note_on,119,0,2,,,,,,,,,1,,53,0
1560,note_on,1,0,2,,,,,,,,,1,,41,100
1679,note_on,119,0,2,,,,,,,,,1,,41,0
1680,note_on,1,0,2,,,,,,,,,1,,53,100
1680,note_on,121,0,1,,,,,,,,,0,,72,100
1739,note_on,59,0,1,,,,,,,,,0,,72,0
1740,note_on,1,0,1,,,,,,,,,0,,69,100
1799,note_on,59,0,1,,,,,,,,,0,,69,0
1799,note_on,119,0,2,,,,,,,,,1,,53,0
1800,note_on,1,0,1,,,,,,,,,0,,66,100
