tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,2,4,24,8,0,1,0,,,,,,,,,
0,program_change,,,,,0,0,1,,,,0,0,,,,
0,control_change,,,,,0,0,1,,,,,0,7,127,,
0,control_change,,,,,0,0,1,,,,,0,10,80,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,control_change,,,,,0,0,4,,,,,3,10,48,,
0,control_change,,,,,0,0,4,,,,,3,7,118,,
0,program_change,,,,,0,0,4,,,,0,3,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,control_change,,,,,0,0,3,,,,,2,10,56,,
0,control_change,,,,,0,0,3,,,,,2,7,118,,
0,program_change,,,,,0,0,3,,,,0,2,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,control_change,,,,,0,0,2,,,,,1,10,72,,
0,control_change,,,,,0,0,2,,,,,1,7,118,,
0,program_change,,,,,0,0,2,,,,0,1,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
0,set_tempo,,,,,0,1,0,,833333,,,,,,,
375,note_on,,,,,375,0,1,,,,,0,,,39,72
390,note_on,,,,,15,0,1,,,,,0,,,43,72
405,note_on,,,,,15,0,1,,,,,0,,,46,72
420,note_on,,,,,15,0,1,,,,,0,,,55,72
435,note_on,,,,,15,0,1,,,,,0,,,58,72
450,note_on,,,,,15,0,1,,,,,0,,,63,72
465,note_on,,,,,15,0,1,,,,,0,,,67,72
480,note_on,,,,,15,0,1,,,,,0,,,70,72
672,note_on,,,,,192,0,1,,,,,0,,,70,0
672,note_on,,,,,0,0,1,,,,,0,,,39,0
672,note_on,,,,,0,0,1,,,,,0,,,58,0
672,note_on,,,,,0,0,1,,,,,0,,,46,0
672,note_on,,,,,0,0,1,,,,,0,,,55,0
672,note_on,,,,,0,0,1,,,,,0,,,43,0
672,note_on,,,,,0,0,1,,,,,0,,,67,0
672,note_on,,,,,0,0,1,,,,,0,,,63,0
720,note_on,,,,,48,0,1,,,,,0,,,67,72
720,note_on,,,,,720,0,2,,,,,1,,,63,72
780,note_on,,,,,60,0,1,,,,,0,,,67,0
780,note_on,,,,,60,0,2,,,,,1,,,63,0
840,note_on,,,,,60,0,1,,,,,0,,,67,72
840,note_on,,,,,60,0,2,,,,,1,,,63,72
900,note_on,,,,,60,0,1,,,,,0,,,67,0
900,note_on,,,,,60,0,2,,,,,1,,,63,0
960,note_on,,,,,60,0,1,,,,,0,,,67,72
960,note_on,,,,,60,0,2,,,,,1,,,63,72
1080,note_on,,,,,1080,0,4,,,,,3,,,51,56
1200,note_on,,,,,120,0,4,,,,,3,,,51,0
1200,note_on,,,,,0,0,4,,,,,3,,,39,56
1248,note_on,,,,,288,0,1,,,,,0,,,67,0
1248,note_on,,,,,288,0,2,,,,,1,,,63,0
1320,note_on,,,,,120,0,4,,,,,3,,,39,0
1320,note_on,,,,,72,0,2,,,,,1,,,58,72
1320,note_on,,,,,0,0,4,,,,,3,,,43,56
1320,note_on,,,,,72,0,1,,,,,0,,,63,72
1440,note_on,,,,,0,0,1,,,,,0,,,65,72
1440,note_on,,,,,0,0,4,,,,,3,,,46,56
1440,note_on,,,,,120,0,2,,,,,1,,,58,0
1440,note_on,,,,,120,0,4,,,,,3,,,43,0
1440,note_on,,,,,120,0,1,,,,,0,,,63,0
1440,note_on,,,,,0,0,2,,,,,1,,,62,72
1464,note_on,,,,,24,0,2,,,,,1,,,62,0
1464,note_on,,,,,24,0,1,,,,,0,,,65,0
1560,note_on,,,,,96,0,2,,,,,1,,,62,72
1560,note_on,,,,,96,0,1,,,,,0,,,65,72
1584,note_on,,,,,24,0,2,,,,,1,,,62,0
1584,note_on,,,,,24,0,1,,,,,0,,,65,0
1680,note_on,,,,,96,0,2,,,,,1,,,62,72
