tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,note_on,0,0,2,,,,,,,,,1,,57,100
0,end_of_track,0,1,3,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,end_of_track,0,1,16,,,,,,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,461538,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,76,100
0,program_change,0,0,1,,,,,,,,,0,0,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,A,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
59,note_on,59,0,1,,,,,,,,,0,,76,0
60,note_on,1,0,1,,,,,,,,,0,,73,100
119,note_on,119,0,2,,,,,,,,,1,,57,0
119,note_on,59,0,1,,,,,,,,,0,,73,0
120,note_on,1,0,1,,,,,,,,,0,,71,100
140,note_on,20,0,1,,,,,,,,,0,,71,0
140,note_on,0,0,1,,,,,,,,,0,,73,100
160,note_on,0,0,1,,,,,,,,,0,,71,100
160,note_on,20,0,1,,,,,,,,,0,,73,0
180,note_on,0,0,1,,,,,,,,,0,,69,100
180,note_on,20,0,1,,,,,,,,,0,,71,0
239,note_on,59,0,1,,,,,,,,,0,,69,0
240,note_on,1,0,1,,,,,,,,,0,,81,100
240,note_on,121,0,2,,,,,,,,,1,,49,100
299,note_on,59,0,2,,,,,,,,,1,,49,0
300,note_on,1,0,2,,,,,,,,,1,,57,100
359,note_on,119,0,1,,,,,,,,,0,,81,0
359,note_on,59,0,2,,,,,,,,,1,,57,0
360,note_on,1,0,2,,,,,,,,,1,,52,100
419,note_on,59,0,2,,,,,,,,,1,,52,0
420,note_on,1,0,2,,,,,,,,,1,,49,100
479,note_on,59,0,2,,,,,,,,,1,,49,0
480,note_on,1,0,2,,,,,,,,,1,,45,100
480,note_on,121,0,1,,,,,,,,,0,,76,100
539,note_on,59,0,1,,,,,,,,,0,,76,0
540,note_on,1,0,1,,,,,,,,,0,,73,100
599,note_on,59,0,1,,,,,,,,,0,,73,0
599,note_on,119,0,2,,,,,,,,,1,,45,0
600,note_on,1,0,1,,,,,,,,,0,,71,100
620,note_on,0,0,1,,,,,,,,,0,,73,100
620,note_on,20,0,1,,,,,,,,,0,,71,0
640,note_on,20,0,1,,,,,,,,,0,,73,0
640,note_on,0,0,1,,,,,,,,,0,,71,100
660,note_on,20,0,1,,,,,,,,,0,,71,0
660,note_on,0,0,1,,,,,,,,,0,,69,100
719,note_on,59,0,1,,,,,,,,,0,,69,0
720,note_on,121,0,2,,,,,,,,,1,,49,100
720,note_on,1,0,1,,,,,,,,,0,,81,100
779,note_on,59,0,2,,,,,,,,,1,,49,0
780,note_on,1,0,2,,,,,,,,,1,,57,100
839,note_on,119,0,1,,,,,,,,,0,,81,0
839,note_on,59,0,2,,,,,,,,,1,,57,0
840,note_on,1,0,2,,,,,,,,,1,,45,100
899,note_on,59,0,2,,,,,,,,,1,,45,0
900,note_on,1,0,2,,,,,,,,,1,,57,100
959,note_on,59,0,2,,,,,,,,,1,,57,0
960,note_on,1,0,2,,,,,,,,,1,,59,100
960,note_on,121,0,1,,,,,,,,,0,,81,100
1019,note_on,59,0,1,,,,,,,,,0,,81,0
1020,note_on,1,0,1,,,,,,,,,0,,80,100
1079,note_on,119,0,2,,,,,,,,,1,,59,0
1079,note_on,59,0,1,,,,,,,,,0,,80,0
1080,note_on,1,0,1,,,,,,,,,0,,80,100
1080,note_on,1,0,2,,,,,,,,,1,,57,100
1139,note_on,59,0,1,,,,,,,,,0,,80,0
1140,note_on,1,0,1,,,,,,,,,0,,78,100
1199,note_on,59,0,1,,,,,,,,,0,,78,0
1199,note_on,119,0,2,,,,,,,,,1,,57,0
1200,note_on,1,0,2,,,,,,,,,1,,56,100
